Name,Birthday(DD/MM/YYYY),MarketValue,Team,Position,Appearances,Minutes,G,NPG,A,Sh90,KP90,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,Y,R
Wilfried Zaha,10/11/1992,49.5,Crystal Palace,F M,30,2615,11,9,2,2.07,1.03,8.80-2.20,7.28-1.72,3.70+1.70,13.58,3.63,0.3,0.25,0.13,0.43,0.38,0.47,0.13,6,0
Christian Benteke,03/12/1990,9.9,Crystal Palace,F,30,1824,10,10,1,3.5,0.74,7.46-2.54,7.46-2.54,0.70-0.30,8.47,3.15,0.37,0.37,0.03,0.4,0.4,0.42,0.16,1,1
Eberechi Eze,29/06/1998,22,Crystal Palace,M,34,2570,4,4,6,1.3,1.47,2.49-1.51,2.49-1.51,3.74-2.26,8,3.96,0.09,0.09,0.13,0.22,0.22,0.28,0.14,3,0
Jeffrey Schlupp,23/12/1992,9.9,Crystal Palace,M,27,1424,2,2,3,1.14,1.14,2.02+0.02,2.02+0.02,2.57-0.43,5.16,3.47,0.13,0.13,0.16,0.29,0.29,0.33,0.22,3,0
Michy Batshuayi,02/10/1993,11,Crystal Palace,F,18,706,2,2,1,1.53,1.15,1.36-0.64,1.36-0.64,1.65+0.65,3.71,1.48,0.17,0.17,0.21,0.38,0.38,0.47,0.19,0,0
Jairo Riedewald,09/09/1996,8.8,Crystal Palace,M,33,1803,2,2,0,0.4,0.55,0.56-1.44,0.56-1.44,0.90+0.90,3.51,2.33,0.03,0.03,0.04,0.07,0.07,0.18,0.12,4,0
Scott Dann,14/02/1987,1.65,Crystal Palace,D,15,1350,1,1,0,0.27,0.07,0.55-0.45,0.55-0.45,0.02+0.02,1.19,1.17,0.04,0.04,0,0.04,0.04,0.08,0.08,1,0
Cheikhou Kouyaté,21/12/1989,6.6,Crystal Palace,D M,36,3126,1,1,0,0.2,0.23,0.82-0.18,0.82-0.18,0.83+0.83,4.74,4.53,0.02,0.02,0.02,0.05,0.05,0.14,0.13,4,0
Jordan Ayew,11/09/1991,8.8,Crystal Palace,F M,33,2097,1,1,3,1.12,0.56,2.58+1.58,2.58+1.58,0.82-2.18,5.27,2.65,0.11,0.11,0.04,0.15,0.15,0.23,0.11,4,0
Gary Cahill,19/12/1985,1.65,Crystal Palace,D,20,1800,1,1,1,0.55,0.4,0.74-0.26,0.74-0.26,0.62-0.38,2.27,2.02,0.04,0.04,0.03,0.07,0.07,0.11,0.1,3,0
Andros Townsend,16/07/1991,7.7,Crystal Palace,F M,34,2255,1,1,5,1.44,1.6,2.47+1.47,2.47+1.47,4.15-0.85,7.26,3.63,0.1,0.1,0.17,0.26,0.26,0.29,0.14,0,0
Luka Milivojevic,07/04/1991,8.8,Crystal Palace,M,31,2374,1,0,1,0.72,0.8,2.21+1.21,0.69+0.69,1.77+0.77,6.37,5.71,0.08,0.03,0.07,0.15,0.09,0.24,0.22,8,1
Jean-Philippe Mateta,28/06/1997,14.3,Crystal Palace,F,7,213,1,1,0,1.69,0.42,0.33-0.67,0.33-0.67,0.02+0.02,0.4,0.14,0.14,0.14,0.01,0.14,0.14,0.17,0.06,0,0
Tyrick Mitchell,01/09/1999,7.7,Crystal Palace,D,19,1710,1,1,1,0.11,0.16,1.08+0.08,1.08+0.08,0.23-0.77,4.47,3.26,0.06,0.06,0.01,0.07,0.07,0.24,0.17,1,0
Mamadou Sakho,13/02/1990,6.6,Crystal Palace,D,4,274,0,0,0,0.33,0,0.02+0.02,0.02+0.02,0,0.51,0.51,0.01,0.01,0,0.01,0.01,0.17,0.17,0,0
Joel Ward,29/10/1989,2.75,Crystal Palace,D,26,2252,0,0,1,0.08,0.28,0.05+0.05,0.05+0.05,0.47-0.53,3.12,2.89,0,0,0.02,0.02,0.02,0.12,0.12,5,0
Martin Kelly,27/04/1990,1.65,Crystal Palace,S,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Tomkins,29/03/1989,2.75,Crystal Palace,D,8,553,0,0,0,0.33,0.16,0.12+0.12,0.12+0.12,0.11+0.11,0.28,0.28,0.02,0.02,0.02,0.04,0.04,0.05,0.05,1,0
James McCarthy,12/11/1990,3.3,Crystal Palace,M,16,834,0,0,0,0.11,0.54,0.01+0.01,0.01+0.01,0.29+0.29,1.2,1.03,0,0,0.03,0.03,0.03,0.13,0.11,1,0
Nathaniel Clyne,05/04/1991,3.3,Crystal Palace,D,13,1151,0,0,1,0.31,0.31,0.12+0.12,0.12+0.12,0.22-0.78,1.9,1.73,0.01,0.01,0.02,0.03,0.03,0.15,0.14,2,0
James McArthur,07/10/1987,2.2,Crystal Palace,M,18,1482,0,0,2,0.36,0.91,0.28+0.28,0.28+0.28,1.52-0.48,3.25,2.26,0.02,0.02,0.09,0.11,0.11,0.2,0.14,3,0
Patrick van Aanholt,29/08/1990,7.7,Crystal Palace,D M,22,1775,0,0,1,0.91,0.61,1.40+1.40,1.40+1.40,0.65-0.35,4.81,3.35,0.07,0.07,0.03,0.1,0.1,0.24,0.17,2,0
Jack Butland,10/03/1993,2.2,Crystal Palace,GK,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicente Guaita,10/01/1987,2.2,Crystal Palace,GK,37,3330,0,0,0,0,0,0,0,0,1.43,1.43,0,0,0,0,0,0.04,0.04,2,0
Dominic Calvert-Lewin,16/03/1997,49.5,Everton,F,33,2878,16,16,0,2.6,0.56,18.21+2.21,18.21+2.21,2.10+2.10,19.88,4.27,0.57,0.57,0.07,0.64,0.64,0.62,0.13,3,0
Richarlison,10/05/1997,60.5,Everton,F M,34,2883,7,6,3,2.53,0.78,10.67+3.67,9.91+3.91,3.39+0.39,15.86,5.17,0.33,0.31,0.11,0.44,0.42,0.5,0.16,4,1
Gylfi Sigurdsson,08/09/1989,14.3,Everton,F M,36,2250,6,3,5,1.96,1.76,6.40+0.40,3.36+0.36,4.84-0.16,8.48,3.66,0.26,0.13,0.19,0.45,0.33,0.34,0.15,2,0
James Rodríguez,12/07/1991,30.8,Everton,F M,23,1802,6,6,4,1.85,2,3.36-2.64,3.36-2.64,5.44+1.44,12.03,7.1,0.17,0.17,0.27,0.44,0.44,0.6,0.35,4,0
Michael Keane,11/01/1993,27.5,Everton,D,35,2986,3,3,1,0.48,0.21,1.50-1.50,1.50-1.50,1.09+0.09,6.95,6.68,0.05,0.05,0.03,0.08,0.08,0.21,0.2,4,0
Abdoulaye Doucouré,01/01/1993,27.5,Everton,M,29,2468,2,2,3,0.66,0.77,2.37+0.37,2.37+0.37,2.39-0.61,10.45,6.82,0.09,0.09,0.09,0.17,0.17,0.38,0.25,6,0
Yerry Mina,23/09/1994,22,Everton,D,24,1941,2,2,0,0.79,0.05,1.75-0.25,1.75-0.25,0.02+0.02,4.31,4.21,0.08,0.08,0,0.08,0.08,0.2,0.2,2,0
Alex Iwobi,03/05/1996,24.2,Everton,D F M,30,1536,1,1,2,0.88,0.94,0.84-0.16,0.84-0.16,2.16+0.16,7.22,4.48,0.05,0.05,0.13,0.18,0.18,0.42,0.26,0,0
Mason Holgate,22/10/1996,22,Everton,D M,28,2298,1,1,0,0.2,0.31,1.30+0.30,1.30+0.30,0.57+0.57,3.79,3.35,0.05,0.05,0.02,0.07,0.07,0.15,0.13,9,0
Bernard,08/09/1992,13.2,Everton,F M,12,438,1,1,0,1.23,2.05,0.19-0.81,0.19-0.81,0.53+0.53,1.28,0.7,0.04,0.04,0.11,0.15,0.15,0.26,0.14,2,0
Joshua King,15/01/1992,8.8,Everton,S,11,119,0,0,0,2.27,0,0.79+0.79,0.79+0.79,0,0.89,0.76,0.6,0.6,0,0.6,0.6,0.67,0.57,0,0
Theo Walcott,16/03/1989,5.5,Everton,S,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus Coleman,11/10/1988,5.5,Everton,D M,25,1612,0,0,3,0.67,1.06,0.89+0.89,0.89+0.89,1.51-1.49,5.5,4.08,0.05,0.05,0.08,0.13,0.13,0.31,0.23,0,0
Jordan Pickford,07/03/1994,24.2,Everton,GK,31,2742,0,0,0,0,0.03,0,0,0.02+0.02,3.71,3.69,0,0,0,0,0,0.12,0.12,1,0
Fabian Delph,21/11/1989,3.85,Everton,D M,8,249,0,0,0,0.36,0.72,0.01+0.01,0.01+0.01,0.05+0.05,1.06,1.02,0.01,0.01,0.02,0.03,0.03,0.38,0.37,1,0
Tom Davies,30/06/1998,19.8,Everton,D M,25,1433,0,0,1,0.44,0.38,0.18+0.18,0.18+0.18,0.96-0.04,3.19,2.69,0.01,0.01,0.06,0.07,0.07,0.2,0.17,3,0
Jonjoe Kenny,15/03/1997,6.38,Everton,D,4,81,0,0,0,0,0,0,0,0,0.24,0.24,0,0,0,0,0,0.27,0.27,0,0
Moise Kean,28/02/2000,38.5,Everton,S,2,10,0,0,0,9,0,0.02+0.02,0.02+0.02,0,0.02,0,0.2,0.2,0,0.2,0.2,0.2,0,0,0
Allan,08/01/1991,24.2,Everton,M,24,2051,0,0,0,0.31,0.7,0.24+0.24,0.24+0.24,0.77+0.77,9.11,8.36,0.01,0.01,0.03,0.04,0.04,0.4,0.37,6,0
Lucas Digne,20/07/1993,38.5,Everton,D M,30,2683,0,0,7,0.44,1.51,0.46+0.46,0.46+0.46,5.96-1.04,10.74,6.59,0.02,0.02,0.2,0.22,0.22,0.36,0.22,2,1
André Gomes,30/07/1993,22,Everton,M,28,1574,0,0,1,0.8,0.86,0.43+0.43,0.43+0.43,1.05+0.05,5.51,4.38,0.02,0.02,0.06,0.08,0.08,0.31,0.25,3,0
Jean-Philippe Gbamin,25/09/1995,16.5,Everton,S,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cenk Tosun,07/06/1991,5.5,Everton,S,5,37,0,0,0,0,2.43,0,0,0.07+0.07,0.11,0.03,0,0,0.18,0.18,0.18,0.26,0.08,2,0
Robin Olsen,08/01/1990,3.3,Everton,GK,7,630,0,0,0,0,0,0,0,0,0.82,0.82,0,0,0,0,0,0.12,0.12,1,0
Ben Godfrey,15/01/1998,27.5,Everton,D,31,2682,0,0,2,0.47,0.13,0.79+0.79,0.79+0.79,0.98-1.02,5.55,4.87,0.03,0.03,0.03,0.06,0.06,0.19,0.16,4,0
Niels Nkounkou,01/11/2000,3.3,Everton,D,2,80,0,0,0,1.13,0,0.02+0.02,0.02+0.02,0,0.03,0.01,0.02,0.02,0,0.02,0.02,0.03,0.02,1,0
Anthony Gordon,24/02/2001,5.5,Everton,M,3,87,0,0,0,0,1.03,0,0,0.02+0.02,0.19,0.19,0,0,0.02,0.02,0.02,0.2,0.2,0,0
João Virgínia,10/10/1999,1.1,Everton,S,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Broadhead,05/04/1998,0.55,Everton,S,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Reid,02/02/1993,11,Fulham,D F M,33,2394,5,5,2,1.28,0.53,4.27-0.73,4.27-0.73,1.31-0.69,8.2,3.13,0.16,0.16,0.05,0.21,0.21,0.31,0.12,7,0
Ademola Lookman,20/10/1997,12.1,Fulham,F M,34,2765,4,4,4,2.25,1.99,6.25+2.25,5.49+1.49,5.26+1.26,15.36,7.33,0.2,0.18,0.17,0.37,0.35,0.5,0.24,5,0
Aleksandar Mitrovic,16/09/1994,17.6,Fulham,F,27,1369,3,2,3,3.88,1.51,5.68+2.68,4.16+2.16,2.92-0.08,7.81,1.85,0.37,0.27,0.19,0.57,0.47,0.51,0.12,3,0
Ivan Cavaleiro,18/10/1993,7.7,Fulham,D F M,36,2477,3,2,0,1.71,1.53,5.55+2.55,4.03+2.03,2.68+2.68,8.24,2.86,0.2,0.15,0.1,0.3,0.24,0.3,0.1,2,0
Josh Maja,27/12/1998,5.5,Fulham,F,15,809,3,2,0,2.34,0.78,4.92+1.92,4.16+2.16,0.74+0.74,4.45,0.65,0.55,0.46,0.08,0.63,0.55,0.49,0.07,0,0
Ola Aina,08/10/1996,6.6,Fulham,D M,31,2683,2,2,1,0.47,0.5,0.85-1.15,0.85-1.15,1.55+0.55,6.77,6.12,0.03,0.03,0.05,0.08,0.08,0.23,0.21,3,0
Ruben Loftus-Cheek,23/01/1996,19.8,Fulham,F M,30,1923,1,1,0,1.64,0.8,3.33+2.33,3.33+2.33,1.24+1.24,7.6,3.73,0.16,0.16,0.06,0.21,0.21,0.36,0.17,3,0
Mario Lemina,01/09/1993,11,Fulham,D M,28,1706,1,1,0,1,0.63,1.24+0.24,1.24+0.24,1.13+1.13,4.95,3.29,0.07,0.07,0.06,0.13,0.13,0.26,0.17,5,0
Joachim Andersen,31/05/1996,24.2,Fulham,D,31,2732,1,1,1,0.43,0.26,1.36+0.36,1.36+0.36,0.45-0.55,6.67,6.55,0.04,0.04,0.01,0.06,0.06,0.22,0.22,7,1
Joe Bryan,17/09/1993,5.5,Fulham,D M,16,658,1,1,0,1.09,0.68,0.58-0.42,0.58-0.42,0.27+0.27,1.9,1.3,0.08,0.08,0.04,0.12,0.12,0.26,0.18,2,0
Tom Cairney,20/01/1991,9.9,Fulham,M,10,762,1,1,1,1.42,2.01,0.58-0.42,0.58-0.42,0.99-0.01,3.39,2.85,0.07,0.07,0.12,0.19,0.19,0.4,0.34,2,0
Fabio Carvalho,30/08/2002,0.275,Fulham,F M,4,255,1,1,0,3.18,0.71,1,1,0.50+0.50,1.5,0.29,0.35,0.35,0.18,0.53,0.53,0.53,0.1,0,0
Josh Onomah,27/04/1997,6.6,Fulham,M,11,368,0,0,0,1.47,0.24,0.56+0.56,0.56+0.56,0.03+0.03,1.37,0.88,0.14,0.14,0.01,0.14,0.14,0.33,0.21,1,0
Harrison Reed,27/01/1995,11,Fulham,M,31,2254,0,0,2,0.52,0.84,0.29+0.29,0.29+0.29,1.69-0.31,7.14,6.31,0.01,0.01,0.07,0.08,0.08,0.29,0.25,5,0
Alphonse Areola,27/02/1993,18.7,Fulham,GK,36,3240,0,0,0,0,0,0,0,0,3.56,3.56,0,0,0,0,0,0.1,0.1,2,0
Maxime Le Marchand,11/10/1989,1.65,Fulham,D,2,118,0,0,0,0.76,0,0.01+0.01,0.01+0.01,0,0.25,0.25,0.01,0.01,0,0.01,0.01,0.19,0.19,2,0
Aboubakar Kamara,07/03/1995,2.2,Fulham,F M,11,303,0,0,0,1.19,1.78,0.65+0.65,0.65+0.65,0.33+0.33,1.1,0.18,0.19,0.19,0.1,0.29,0.29,0.33,0.05,1,1
Michael Hector,19/07/1992,3.85,Fulham,D,4,266,0,0,0,0.34,0.34,0.09+0.09,0.09+0.09,0.02+0.02,0.47,0.45,0.03,0.03,0.01,0.04,0.04,0.16,0.15,2,0
Tosin Adarabioyo,24/09/1997,13.2,Fulham,D,33,2955,0,0,0,0.55,0.15,1.56+1.56,1.56+1.56,0.31+0.31,5.67,5.61,0.05,0.05,0.01,0.06,0.06,0.17,0.17,1,0
Kenny Tete,09/10/1995,5.5,Fulham,D,22,1483,0,0,1,0.42,1.15,0.21+0.21,0.21+0.21,0.91-0.09,3.74,2.76,0.01,0.01,0.06,0.07,0.07,0.23,0.17,3,0
Terence Kongolo,14/02/1994,3.85,Fulham,D,1,90,0,0,0,0,0,0,0,0,0.37,0.37,0,0,0,0,0,0.37,0.37,0,0
Franck Zambo,16/11/1995,27.5,Fulham,M,36,2582,0,0,3,1.19,0.98,1.44+1.44,1.44+1.44,2.30-0.70,8.77,6.62,0.05,0.05,0.08,0.13,0.13,0.31,0.23,6,0
Neeskens Kebano,10/03/1992,1.1,Fulham,M,5,112,0,0,0,4.82,0,0.27+0.27,0.27+0.27,0,0.24,0.02,0.22,0.22,0,0.22,0.22,0.19,0.02,0,0
Denis Odoi,27/05/1988,0.66,Fulham,D,3,270,0,0,0,0.67,0.33,0.04+0.04,0.04+0.04,0.05+0.05,0.43,0.39,0.01,0.01,0.02,0.03,0.03,0.14,0.13,1,0
Tim Ream,05/10/1987,0.66,Fulham,D,7,630,0,0,0,0,0,0,0,0,0.81,0.81,0,0,0,0,0,0.12,0.12,0,0
Marek Rodák,13/12/1996,5.5,Fulham,GK,2,180,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0.01,0.01,0,0
Antonee Robinson,08/08/1997,7.7,Fulham,D M,28,2158,0,0,0,0.42,1.21,0.47+0.47,0.47+0.47,2.03+2.03,7.8,6.4,0.02,0.02,0.08,0.1,0.1,0.33,0.27,4,1
Tyrese Francois,16/07/2000,0.165,Fulham,S,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Bamford,05/09/1993,24.2,Leeds,F,38,3085,17,15,7,3.12,0.88,18.40+1.40,16.88+1.88,3.78-3.22,23.39,4.13,0.54,0.49,0.11,0.65,0.6,0.68,0.12,3,0
Stuart Dallas,19/04/1991,4.4,Leeds,D M,38,3412,8,8,2,1.27,0.69,4.46-3.54,4.46-3.54,2.08+0.08,18.53,13.81,0.12,0.12,0.05,0.17,0.17,0.49,0.36,7,0
Jack Harrison,20/11/1996,16.5,Leeds,M,36,2871,8,8,8,1.44,1.85,6.25-1.75,6.25-1.75,7.52-0.48,19.4,8.04,0.2,0.2,0.24,0.43,0.43,0.61,0.25,2,0
Rodrigo,06/03/1991,19.8,Leeds,F M,26,1285,7,7,2,3.22,2.17,5.76-1.24,5.76-1.24,3.20+1.20,10.82,4.35,0.4,0.4,0.22,0.63,0.63,0.76,0.3,3,0
Raphinha,14/12/1996,33,Leeds,M,30,2369,6,6,9,2.55,2.47,6.22+0.22,6.22+0.22,9.52+0.52,16.79,6.68,0.24,0.24,0.36,0.6,0.6,0.64,0.25,3,0
Mateusz Klich,13/06/1990,4.4,Leeds,M,35,2404,4,2,5,1.35,1.65,3.00-1.00,1.48-0.52,3.65-1.35,14.61,10.39,0.11,0.06,0.14,0.25,0.19,0.55,0.39,6,0
Hélder Costa,12/01/1994,11,Leeds,M,22,1152,3,3,3,1.25,0.55,2.60-0.40,2.60-0.40,0.63-2.37,4.52,2.21,0.2,0.2,0.05,0.25,0.25,0.35,0.17,0,0
Ezgjan Alioski,12/02/1992,5.5,Leeds,D M,36,2475,2,2,3,0.91,1.02,1.75-0.25,1.75-0.25,3.33+0.33,13.48,9.69,0.06,0.06,0.12,0.18,0.18,0.49,0.35,7,0
Tyler Roberts,12/01/1999,6.6,Leeds,F M,27,1334,1,1,2,1.75,1.01,1.89+0.89,1.89+0.89,2.53+0.53,7.46,3.5,0.13,0.13,0.17,0.3,0.3,0.5,0.24,3,0
Diego Llorente,16/08/1993,22,Leeds,D,15,1208,1,1,0,0.6,0.3,0.91-0.09,0.91-0.09,0.46+0.46,3.13,2.11,0.07,0.07,0.03,0.1,0.1,0.23,0.16,1,0
Pascal Struijk,11/08/1999,9.9,Leeds,D M,27,2073,1,1,0,0.56,0.17,2.03+1.03,2.03+1.03,0.11+0.11,6.6,6.55,0.09,0.09,0,0.09,0.09,0.29,0.28,3,0
Kalvin Phillips,02/12/1995,33,Leeds,M,29,2435,1,1,2,0.55,1.29,0.39-0.61,0.39-0.61,3.23+1.23,8.96,7.55,0.01,0.01,0.12,0.13,0.13,0.33,0.28,10,0
Liam Cooper,30/08/1991,7.7,Leeds,D,25,2189,1,1,0,0.62,0,2.09+1.09,2.09+1.09,0,7.38,7.38,0.09,0.09,0,0.09,0.09,0.3,0.3,4,1
Pablo Hernández,11/04/1985,0.88,Leeds,M,16,403,0,0,2,3.35,1.34,1.42+1.42,1.42+1.42,0.86-1.14,4.21,2.02,0.32,0.32,0.19,0.51,0.51,0.94,0.45,1,0
Kiko Casilla,02/10/1986,0.88,Leeds,GK,3,270,0,0,0,0,0,0,0,0,0.27,0.27,0,0,0,0,0,0.09,0.09,0,0
Robin Koch,17/07/1996,18.7,Leeds,D M,17,1124,0,0,0,0.72,0.32,0.51+0.51,0.51+0.51,0.13+0.13,4.68,4.52,0.04,0.04,0.01,0.05,0.05,0.37,0.36,1,0
Illan Meslier,02/03/2000,22,Leeds,GK,35,3150,0,0,0,0,0.03,0,0,0.04+0.04,5.93,5.89,0,0,0,0,0,0.17,0.17,0,0
Luke Ayling,25/08/1991,5.5,Leeds,D M,38,3400,0,0,0,0.64,0.69,1.44+1.44,1.44+1.44,2.99+2.99,14.2,11.88,0.04,0.04,0.08,0.12,0.12,0.38,0.31,7,0
Jamie Shackleton,08/10/1999,2.75,Leeds,D M,13,446,0,0,0,0,0.4,0,0,0.12+0.12,2.19,2.19,0,0,0.02,0.02,0.02,0.44,0.44,0,0
Ian Poveda-Ocampo,09/02/2000,1.65,Leeds,S,14,322,0,0,0,1.4,1.4,0.66+0.66,0.66+0.66,1.26+1.26,2.02,0.1,0.18,0.18,0.35,0.54,0.54,0.57,0.03,0,0
Leif Davis,31/12/1999,0.88,Leeds,S,2,28,0,0,0,0,0,0,0,0,0.23,0.23,0,0,0,0,0,0.75,0.75,0,0
Niall Huggins,18/12/2000,0.22,Leeds,S,1,35,0,0,0,0,0,0,0,0,0.43,0.43,0,0,0,0,0,1.1,1.1,0,0
Gaetano Berardi,21/08/1988,0.33,Leeds,D,2,113,0,0,0,0.8,0,0.07+0.07,0.07+0.07,0,0.23,0.23,0.06,0.06,0,0.06,0.06,0.18,0.18,0,0
Jamie Vardy,11/01/1987,7.7,Leicester City,F,34,2848,15,7,9,2.59,0.88,19.94+4.94,13.09+6.09,5.09-3.91,18.23,2.41,0.63,0.41,0.16,0.79,0.57,0.58,0.08,1,0
Kelechi Iheanacho,03/10/1996,22,Leicester City,F,25,1452,12,12,2,3.66,1.74,9.05-2.95,8.29-3.71,3.53+1.53,13.96,3.43,0.56,0.51,0.22,0.78,0.73,0.87,0.21,1,0
Harvey Barnes,09/12/1997,38.5,Leicester City,F M,25,1954,9,9,4,2.58,1.2,6.70-2.30,6.70-2.30,1.77-2.23,8.89,1.59,0.31,0.31,0.08,0.39,0.39,0.41,0.07,0,0
James Maddison,23/11/1996,60.5,Leicester City,M,31,2123,8,8,5,3.18,2.12,3.83-4.17,3.83-4.17,5.39+0.39,11.74,6.07,0.16,0.16,0.23,0.39,0.39,0.5,0.26,4,0
Youri Tielemans,07/05/1997,60.5,Leicester City,M,38,3359,6,4,4,1.29,1.31,4.17-1.83,2.65-1.35,3.31-0.69,18.98,14.95,0.11,0.07,0.09,0.2,0.16,0.51,0.4,6,0
Ayoze Pérez,29/07/1993,19.8,Leicester City,F M,25,1326,2,2,1,2.1,1.56,4.04+2.04,4.04+2.04,1.25+0.25,9.87,6.76,0.27,0.27,0.08,0.36,0.36,0.67,0.46,2,0
Jonny Evans,03/01/1988,7.7,Leicester City,D,28,2483,2,2,2,0.29,0.36,1.86-0.14,1.86-0.14,0.54-1.46,8.73,7.94,0.07,0.07,0.02,0.09,0.09,0.32,0.29,7,0
Timothy Castagne,05/12/1995,30.8,Leicester City,D M,27,2349,2,2,3,0.31,0.8,1.60-0.40,1.60-0.40,2.31-0.69,8.45,6.61,0.06,0.06,0.09,0.15,0.15,0.32,0.25,1,0
James Justin,23/02/1998,18.7,Leicester City,D,23,2070,2,2,1,0.39,0.83,1.52-0.48,1.52-0.48,2.06+1.06,7.67,5.51,0.07,0.07,0.09,0.16,0.16,0.33,0.24,4,0
Marc Albrighton,18/11/1989,4.4,Leicester City,D M,31,1731,1,1,5,1.09,1.98,1.25+0.25,1.25+0.25,4.04-0.96,8.02,5.14,0.06,0.06,0.21,0.27,0.27,0.42,0.27,2,0
Daniel Amartey,21/12/1994,5.5,Leicester City,D,12,714,1,1,0,0.38,0,0.54-0.46,0.54-0.46,0,2.53,2.46,0.07,0.07,0,0.07,0.07,0.32,0.31,2,0
Dennis Praet,14/05/1994,19.8,Leicester City,M,15,730,1,1,1,0.99,0.86,0.44-0.56,0.44-0.56,1.22+0.22,2.11,1.29,0.05,0.05,0.15,0.2,0.2,0.26,0.16,0,0
Caglar Söyüncü,23/05/1996,49.5,Leicester City,D,23,1802,1,1,0,0.5,0.35,0.54-0.46,0.54-0.46,0.33+0.33,7.39,7.37,0.03,0.03,0.02,0.04,0.04,0.37,0.37,2,0
Wilfred Ndidi,16/12/1996,66,Leicester City,D M,26,2181,1,1,4,0.66,0.66,0.60-0.40,0.60-0.40,1.33-2.67,10.23,8.73,0.02,0.02,0.06,0.08,0.08,0.42,0.36,6,0
Luke Thomas,10/06/2001,5.5,Leicester City,D M,14,982,1,1,0,0.64,0.64,0.27-0.73,0.27-0.73,0.95+0.95,2.15,1.73,0.02,0.02,0.09,0.11,0.11,0.2,0.16,2,0
Kasper Schmeichel,05/11/1986,6.6,Leicester City,GK,38,3420,0,0,0,0,0,0,0,0,3.87,3.87,0,0,0,0,0,0.1,0.1,0,0
Wes Morgan,21/01/1984,0.44,Leicester City,S,3,13,0,0,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0,1,1,0,0
Christian Fuchs,07/04/1986,0.88,Leicester City,D,9,703,0,0,0,0.51,0.13,0.07+0.07,0.07+0.07,0.01+0.01,2.72,2.67,0.01,0.01,0,0.01,0.01,0.35,0.34,4,0
Demarai Gray,28/06/1996,8.8,Leicester City,S,1,17,0,0,0,5.29,0,0.06+0.06,0.06+0.06,0,0.03,0.03,0.31,0.31,0,0.31,0.31,0.14,0.14,0,0
Islam Slimani,18/06/1988,3.3,Leicester City,S,1,17,0,0,0,5.29,5.29,0.10+0.10,0.10+0.10,0.08+0.08,0.18,0,0.53,0.53,0.41,0.94,0.94,0.94,0,0,0
Nampalys Mendy,23/06/1992,8.8,Leicester City,M,23,1463,0,0,1,0.25,0.31,0.08+0.08,0.08+0.08,0.18-0.82,3.49,3.32,0,0,0.01,0.02,0.02,0.21,0.2,5,0
Ricardo Pereira,06/10/1993,33,Leicester City,D M,15,954,0,0,1,0.66,0.94,0.36+0.36,0.36+0.36,0.76-0.24,4.41,3.74,0.03,0.03,0.07,0.11,0.11,0.42,0.35,3,0
Cengiz Ünder,14/07/1997,19.8,Leicester City,M,9,259,0,0,2,3.13,2.08,0.25+0.25,0.25+0.25,1.66-0.34,2.69,1.02,0.09,0.09,0.58,0.67,0.67,0.93,0.36,0,0
Hamza Choudhury,01/10/1997,7.7,Leicester City,M,10,312,0,0,0,1.15,0,0.45+0.45,0.45+0.45,0,2.33,1.95,0.13,0.13,0,0.13,0.13,0.67,0.56,1,0
Wesley Fofana,17/12/2000,44,Leicester City,D,28,2274,0,0,0,0.44,0.24,1.38+1.38,1.38+1.38,0.28+0.28,7.29,7.2,0.05,0.05,0.01,0.07,0.07,0.29,0.28,7,0
Thakgalo Leshabela,18/09/1999,0.11,Leicester City,S,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11.28,11.28,0,0
Sidnei Tavares,29/09/2001,0.33,Leicester City,M,2,84,0,0,0,1.07,0,0.02+0.02,0.02+0.02,0,0.02,0,0.02,0.02,0,0.02,0.02,0.02,0,0,0
Mohamed Salah,15/06/1992,110,Liverpool,F M,37,3085,22,16,5,3.68,1.6,20.25-1.75,15.68-0.32,6.53+1.53,28.97,9.8,0.59,0.46,0.19,0.78,0.65,0.85,0.29,0,0
Sadio Mané,10/04/1992,93.5,Liverpool,F M,35,2805,11,11,7,3.02,1.96,14.83+3.83,14.83+3.83,7.79+0.79,25,6.06,0.48,0.48,0.25,0.73,0.73,0.8,0.19,3,0
Roberto Firmino,02/10/1991,55,Liverpool,F M,36,2882,9,9,7,2.59,1.37,12.86+3.86,12.86+3.86,6.12-0.88,25.27,10.2,0.4,0.4,0.19,0.59,0.59,0.79,0.32,2,0
