Name,Birthday(DD/MM/YYYY),MarketValue,Team,Position,Appearances,Minutes,G,NPG,A,Sh90,KP90,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,Y,R
Reinier,19/01/2002,17.6,Borussia Dortmund,M,14,229,1,1,1,1.18,1.57,0.63-0.37,0.63-0.37,0.32-0.68,2.3,1.35,0.25,0.25,0.12,0.37,0.37,0.9,0.53,0,0
Ansgar Knauff,10/01/2002,3.3,Borussia Dortmund,S,4,59,1,1,1,3.05,6.1,0.11-0.89,0.11-0.89,0.96-0.04,1.02,0.11,0.17,0.17,1.47,1.64,1.64,1.56,0.16,0,0
Marwin Hitz,18/09/1987,1.87,Borussia Dortmund,GK,16,1398,0,0,0,0,0,0,0,0,3.64,3.64,0,0,0,0,0,0.23,0.23,1,0
Roman Bürki,14/11/1990,4.4,Borussia Dortmund,GK,19,1662,0,0,0,0,0,0,0,0,2.82,2.82,0,0,0,0,0,0.15,0.15,0,0
Lukasz Piszczek,03/06/1985,0.825,Borussia Dortmund,D,11,444,0,0,0,0.2,0.61,0.03+0.03,0.03+0.03,0.19+0.19,3.72,3.54,0.01,0.01,0.04,0.04,0.04,0.75,0.72,0,0
Nico Schulz,01/04/1993,6.6,Borussia Dortmund,D,13,601,0,0,0,0.3,0.9,0.05+0.05,0.05+0.05,0.41+0.41,3.71,3.5,0.01,0.01,0.06,0.07,0.07,0.56,0.52,1,0
Axel Witsel,12/01/1989,9.9,Borussia Dortmund,M,15,1130,0,0,0,0.96,0.32,0.51+0.51,0.51+0.51,0.37+0.37,6.03,5.5,0.04,0.04,0.03,0.07,0.07,0.48,0.44,4,0
Dan-Axel Zagadou,03/06/1999,19.8,Borussia Dortmund,D,9,273,0,0,0,0.33,0.33,0.05+0.05,0.05+0.05,0.02+0.02,1.03,1.01,0.02,0.02,0.01,0.02,0.02,0.34,0.33,0,0
Mateu Morey,02/03/2000,7.7,Borussia Dortmund,D,13,842,0,0,2,0.21,0.75,0.09+0.09,0.09+0.09,0.91-1.09,5.56,5.41,0.01,0.01,0.1,0.11,0.11,0.59,0.58,1,0
Steffen Tigges,31/07/1998,1.32,Borussia Dortmund,S,6,40,0,0,0,9,2.25,0.29+0.29,0.29+0.29,0.02+0.02,0.28,0,0.65,0.65,0.06,0.71,0.71,0.63,0,0,0
Lars Stindl,26/08/1988,5.5,Borussia Monchengladbach,F M,30,1985,14,8,8,2.54,1.95,9.21-4.79,3.91-4.09,3.75-4.25,10.69,4.13,0.42,0.18,0.17,0.59,0.35,0.48,0.19,6,0
Marcus Thuram,06/08/1997,38.5,Borussia Monchengladbach,F M,29,1756,8,8,3,2.92,0.87,7.58-0.42,7.58-0.42,1.91-1.09,11.21,3.49,0.39,0.39,0.1,0.49,0.49,0.57,0.18,3,1
Jonas Hofmann,14/07/1992,17.6,Borussia Monchengladbach,F M,24,1836,6,3,11,1.23,2.75,4.52-1.48,2.25-0.75,5.91-5.09,6.7,1.87,0.22,0.11,0.29,0.51,0.4,0.33,0.09,1,0
Alassane Pléa,10/03/1993,24.2,Borussia Monchengladbach,F M,29,1804,6,6,1,3.09,1.4,5.51-0.49,5.51-0.49,3.86+2.86,11.61,3.99,0.27,0.27,0.19,0.47,0.47,0.58,0.2,2,0
Florian Neuhaus,16/03/1997,38.5,Borussia Monchengladbach,M,33,2636,6,6,5,1.64,0.79,3.03-2.97,3.03-2.97,2.89-2.11,13.02,9.19,0.1,0.1,0.1,0.2,0.2,0.44,0.31,9,0
Breel Embolo,14/02/1997,17.6,Borussia Monchengladbach,F M,31,1424,5,5,2,2.59,1.07,7.53+2.53,7.53+2.53,1.81-0.19,11.13,3.97,0.48,0.48,0.11,0.59,0.59,0.7,0.25,4,0
Ramy Bensebaini,16/04/1995,24.2,Borussia Monchengladbach,D M,25,1815,4,3,0,1.09,0.5,2.66-1.34,1.90-1.10,1.21+1.21,5.55,4.66,0.13,0.09,0.06,0.19,0.15,0.28,0.23,7,0
Nico Elvedi,30/09/1996,30.8,Borussia Monchengladbach,D,29,2542,3,3,0,0.42,0.11,2.38-0.62,2.38-0.62,0.10+0.10,4.57,4.5,0.08,0.08,0,0.09,0.09,0.16,0.16,1,0
Hannes Wolf,16/04/1999,8.8,Borussia Monchengladbach,F M,32,1354,3,3,2,1.06,1,1.93-1.07,1.93-1.07,2.35+0.35,8.73,5.1,0.13,0.13,0.16,0.28,0.28,0.58,0.34,2,0
Matthias Ginter,19/01/1994,33,Borussia Monchengladbach,D,34,3060,2,2,1,0.68,0.29,1.61-0.39,1.61-0.39,1.53+0.53,9.93,8.55,0.05,0.05,0.05,0.09,0.09,0.29,0.25,2,0
Valentino Lazaro,24/03/1996,11,Borussia Monchengladbach,D M,22,1230,2,2,0,1.1,1.24,1.81-0.19,1.81-0.19,1.22+1.22,6.59,3.78,0.13,0.13,0.09,0.22,0.22,0.48,0.28,3,0
Stefan Lainer,27/08/1992,13.75,Borussia Monchengladbach,D M,33,2783,2,2,2,0.81,1.2,1.95-0.05,1.95-0.05,3.74+1.74,10.01,7.11,0.06,0.06,0.12,0.18,0.18,0.32,0.23,2,0
Oscar Wendt,24/10/1985,0.66,Borussia Monchengladbach,D M,22,1269,1,1,1,0.57,0.5,0.97-0.03,0.97-0.03,0.56-0.44,2.96,2.01,0.07,0.07,0.04,0.11,0.11,0.21,0.14,3,0
Denis Zakaria,20/11/1996,33,Borussia Monchengladbach,D M,25,1422,1,1,1,0.7,0.57,1.40+0.40,1.40+0.40,1.08+0.08,6.46,4.71,0.09,0.09,0.07,0.16,0.16,0.41,0.3,5,0
Christoph Kramer,19/02/1991,7.7,Borussia Monchengladbach,D M,28,2040,0,0,2,0.44,0.49,0.27+0.27,0.27+0.27,0.95-1.05,6.76,6,0.01,0.01,0.04,0.05,0.05,0.3,0.26,5,0
Yann Sommer,17/12/1988,6.6,Borussia Monchengladbach,GK,31,2712,0,0,0,0,0,0,0,0,2.19,2.19,0,0,0,0,0,0.07,0.07,1,1
Tony Jantschke,07/04/1990,1.54,Borussia Monchengladbach,D,8,260,0,0,0,0.69,0,0.47+0.47,0.47+0.47,0,0.94,0.94,0.16,0.16,0,0.16,0.16,0.33,0.33,1,0
Ibrahima Traoré,21/04/1988,0.66,Borussia Monchengladbach,M,7,84,0,0,0,0,1.07,0,0,0.08+0.08,0.08,0,0,0,0.08,0.08,0.08,0.08,0,0,0
Tobias Sippel,22/03/1988,0.44,Borussia Monchengladbach,GK,4,344,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0.01,0.01,0,0
Patrick Herrmann,12/02/1991,3.85,Borussia Monchengladbach,F M,27,839,0,0,3,2.04,2.36,2.12+2.12,2.12+2.12,2.29-0.71,4.67,1.29,0.23,0.23,0.25,0.47,0.47,0.5,0.14,3,0
László Bénes,09/09/1997,4.4,Borussia Monchengladbach,M,7,142,0,0,1,1.27,2.54,0.04+0.04,0.04+0.04,0.17-0.83,0.54,0.5,0.02,0.02,0.11,0.13,0.13,0.34,0.32,0,0
Louis Beyer,19/05/2000,2.2,Borussia Monchengladbach,D,4,186,0,0,0,0,0,0,0,0,0.56,0.56,0,0,0,0,0,0.27,0.27,0,0
Rocco Reitz,29/05/2002,0.55,Borussia Monchengladbach,M,2,62,0,0,0,0,2.9,0,0,0.11+0.11,0.11,0,0,0,0.16,0.16,0.16,0.16,0,1,0
André Silva,06/11/1995,49.5,Eintracht Frankfurt,F,32,2787,28,21,5,3.68,1,25.60-2.40,20.29-0.71,5.47+0.47,26.75,4.1,0.83,0.66,0.18,1,0.83,0.86,0.13,1,0
Daichi Kamada,05/08/1996,27.5,Eintracht Frankfurt,D F M,32,2383,5,5,12,1.44,2.08,6.00+1.00,6.00+1.00,6.79-5.21,19.1,9.38,0.23,0.23,0.26,0.48,0.48,0.72,0.35,3,0
Filip Kostic,01/11/1992,35.2,Eintracht Frankfurt,D M,30,2535,4,4,15,1.85,3.12,4.11+0.11,4.11+0.11,14.13-0.87,18.56,4.9,0.15,0.15,0.5,0.65,0.65,0.66,0.17,4,0
Bas Dost,31/05/1989,5.28,Eintracht Frankfurt,F,12,819,4,3,2,1.65,1.21,4.29+0.29,3.53+0.53,2.62+0.62,7.27,1.91,0.47,0.39,0.29,0.76,0.68,0.8,0.21,3,0
Luka Jovic,23/12/1997,22,Eintracht Frankfurt,F,18,888,4,4,0,2.53,0.51,2.79-1.21,2.79-1.21,0.82+0.82,5.71,2.77,0.28,0.28,0.08,0.37,0.37,0.58,0.28,2,0
Evan Ndicka,20/08/1999,30.8,Eintracht Frankfurt,D,23,2047,3,3,1,0.75,0.26,1.66-1.34,1.66-1.34,0.23-0.77,6.18,5.86,0.07,0.07,0.01,0.08,0.08,0.27,0.26,10,0
Amin Younes,06/08/1993,11,Eintracht Frankfurt,M,26,1410,3,3,3,2.11,1.47,3.29+0.29,3.29+0.29,1.84-1.16,7.31,3.32,0.21,0.21,0.12,0.33,0.33,0.47,0.21,5,0
Martin Hinteregger,07/09/1992,19.8,Eintracht Frankfurt,D,29,2531,2,2,1,0.85,0.32,2.02+0.02,2.02+0.02,0.99-0.01,8.28,7.4,0.07,0.07,0.04,0.11,0.11,0.29,0.26,4,0
Aymen Barkok,21/05/1998,3.85,Eintracht Frankfurt,D F M,26,951,2,2,3,1.8,2.46,2.02+0.02,2.02+0.02,3.20+0.20,6.22,3.15,0.19,0.19,0.3,0.49,0.49,0.59,0.3,5,0
Sebastian Rode,11/10/1990,4.4,Eintracht Frankfurt,M,27,1634,1,1,0,0.17,1.05,0.07-0.93,0.07-0.93,1.38+1.38,6.77,5.9,0,0,0.08,0.08,0.08,0.37,0.33,10,0
David Abraham,15/07/1986,1.1,Eintracht Frankfurt,D,14,1228,1,1,0,0.73,0.15,0.75-0.25,0.75-0.25,0.43+0.43,4.11,4.03,0.06,0.06,0.03,0.09,0.09,0.3,0.3,3,1
Timothy Chandler,29/03/1990,1.65,Eintracht Frankfurt,D M,15,409,1,1,0,1.1,0.88,0.88-0.12,0.88-0.12,0.28+0.28,1.74,0.7,0.19,0.19,0.06,0.26,0.26,0.38,0.15,2,0
Erik Durm,12/05/1992,2.75,Eintracht Frankfurt,D M,21,1509,1,1,2,1.19,0.78,1.28+0.28,1.28+0.28,1.75-0.25,5.52,3.09,0.08,0.08,0.1,0.18,0.18,0.33,0.18,1,0
Almamy Touré,28/04/1996,6.05,Eintracht Frankfurt,D M,17,702,1,1,1,2.05,1.79,2.21+1.21,2.21+1.21,2.11+1.11,4.11,1.35,0.28,0.28,0.27,0.55,0.55,0.53,0.17,2,0
Stefan Ilsanker,18/05/1989,1.87,Eintracht Frankfurt,D M,27,1566,1,1,0,0.69,0.34,1,1,0.39+0.39,4.65,3.95,0.06,0.06,0.02,0.08,0.08,0.27,0.23,4,0
Ragnar Ache,28/07/1998,1.98,Eintracht Frankfurt,S,7,76,1,1,0,2.37,0,0.18-0.82,0.18-0.82,0,0.28,0.11,0.21,0.21,0,0.21,0.21,0.33,0.13,1,0
Ajdin Hrustic,05/07/1996,1.98,Eintracht Frankfurt,M,11,260,1,1,0,2.42,1.38,0.29-0.71,0.29-0.71,0.14+0.14,1.5,1.23,0.1,0.1,0.05,0.15,0.15,0.52,0.43,2,0
Danny da Costa,13/07/1993,6.6,Eintracht Frankfurt,M,6,101,0,0,0,2.67,0,0.14+0.14,0.14+0.14,0,0.15,0.01,0.12,0.12,0,0.12,0.12,0.13,0.01,0,0
Steven Zuber,17/08/1991,3.85,Eintracht Frankfurt,M,20,580,0,0,3,1.55,2.17,0.60+0.60,0.60+0.60,2.70-0.30,4.91,2.24,0.09,0.09,0.42,0.51,0.51,0.76,0.35,1,0
Dominik Kohr,31/01/1994,6.6,Eintracht Frankfurt,M,7,252,0,0,0,1.79,0.36,1.17+1.17,1.17+1.17,0.01+0.01,2.38,1.67,0.42,0.42,0.01,0.42,0.42,0.85,0.6,1,0
Makoto Hasebe,18/01/1984,0.88,Eintracht Frankfurt,D M,29,2297,0,0,0,0.08,0.24,0.10+0.10,0.10+0.10,0.23+0.23,9.71,9.38,0,0,0.01,0.01,0.01,0.38,0.37,5,0
Djibril Sow,06/02/1997,16.5,Eintracht Frankfurt,M,28,2183,0,0,2,0.45,0.7,0.46+0.46,0.46+0.46,1.13-0.87,8.69,7.41,0.02,0.02,0.05,0.07,0.07,0.36,0.31,6,0
Kevin Trapp,08/07/1990,7.15,Eintracht Frankfurt,GK,33,2970,0,0,0,0,0,0,0,0,3.41,3.41,0,0,0,0,0,0.1,0.1,0,0
Tuta,04/07/1999,9.9,Eintracht Frankfurt,D,19,1458,0,0,0,0.25,0.25,0.16+0.16,0.16+0.16,0.21+0.21,4.02,3.97,0.01,0.01,0.01,0.02,0.02,0.25,0.24,5,0
Elias Bördner,18/02/2002,0.275,Eintracht Frankfurt,GK,1,90,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0.03,0.03,0,0
Ondrej Duda,05/12/1994,8.8,FC Cologne,F M,32,2574,7,4,4,1.71,1.47,6.29-0.71,3.26-0.74,3.38-0.62,9.25,5.57,0.22,0.11,0.12,0.34,0.23,0.32,0.19,6,1
Ellyes Skhiri,10/05/1995,11,FC Cologne,M,32,2799,5,5,2,0.58,0.55,4.95-0.05,4.95-0.05,0.82-1.18,5.33,4.07,0.16,0.16,0.03,0.19,0.19,0.17,0.13,5,0
Elvis Rexhbecaj,01/11/1997,4.4,FC Cologne,M,30,1841,5,5,2,1.42,1.27,2.39-2.61,2.39-2.61,2.51+0.51,4.61,1.18,0.12,0.12,0.12,0.24,0.24,0.23,0.06,4,0
Jonas Hector,27/05/1990,5.5,FC Cologne,D M,19,1299,3,3,1,1.87,1.25,2.73-0.27,2.73-0.27,1.80+0.80,5.74,2.25,0.19,0.19,0.12,0.31,0.31,0.4,0.16,2,0
Sebastian Andersson,15/07/1991,4.95,FC Cologne,F,16,1145,3,2,0,3.07,0.55,5.57+2.57,4.81+2.81,0.40+0.40,5.04,0.38,0.44,0.38,0.03,0.47,0.41,0.4,0.03,1,0
Marius Wolf,27/05/1995,4.4,FC Cologne,D F M,31,2573,2,2,2,1.43,0.87,3.29+1.29,3.29+1.29,2.57+0.57,8.01,4.99,0.11,0.11,0.09,0.2,0.2,0.28,0.17,3,0
Dominick Drexler,26/05/1990,1.43,FC Cologne,F M,27,1217,2,2,1,0.89,1.11,2.09+0.09,2.09+0.09,2.62+1.62,5.76,3.52,0.15,0.15,0.19,0.35,0.35,0.43,0.26,1,0
Jan Thielmann,26/05/2002,4.4,FC Cologne,F M,24,1021,2,2,3,1.06,0.88,1.29-0.71,1.29-0.71,1.11-1.89,3.83,2.04,0.11,0.11,0.1,0.21,0.21,0.34,0.18,0,0
Florian Kainz,24/10/1992,3.85,FC Cologne,M,8,454,1,1,0,1.98,1.98,0.58-0.42,0.58-0.42,1.25+1.25,2.86,1.37,0.11,0.11,0.25,0.36,0.36,0.57,0.27,1,0
Rafael Czichos,14/05/1990,1.43,FC Cologne,D,28,2266,1,1,0,0.4,0.12,2.09+1.09,2.09+1.09,0.15+0.15,3.53,3.44,0.08,0.08,0.01,0.09,0.09,0.14,0.14,7,0
Sebastiaan Bornauw,22/03/1999,13.2,FC Cologne,D,24,2078,1,1,1,0.78,0.04,1.41+0.41,1.41+0.41,0.02-0.98,2.63,2.2,0.06,0.06,0,0.06,0.06,0.11,0.1,3,0
Ismail Jakobs,17/08/1999,7.7,FC Cologne,D F M,23,1723,1,1,1,1.15,0.78,2.18+1.18,2.18+1.18,1.90+0.90,6.18,2.25,0.11,0.11,0.1,0.21,0.21,0.32,0.12,6,0
Ron-Robert Zieler,12/02/1989,1.1,FC Cologne,S,1,51,0,0,0,0,0,0,0,0,0.17,0.17,0,0,0,0,0,0.3,0.3,0,0
Timo Horn,12/05/1993,4.4,FC Cologne,GK,34,3009,0,0,0,0,0.03,0,0,0.05+0.05,2.27,2.22,0,0,0,0,0,0.07,0.07,0,0
Anthony Modeste,14/04/1988,1.65,FC Cologne,F,8,210,0,0,0,3.43,0.43,1.68+1.68,0.93+0.93,0.02+0.02,0.91,0.03,0.72,0.4,0.01,0.73,0.41,0.39,0.01,1,0
Frederik Sörensen,14/04/1992,0.715,FC Cologne,D,3,93,0,0,0,0.97,0.97,0.04+0.04,0.04+0.04,0.04+0.04,0.04,0,0.04,0.04,0.04,0.07,0.07,0.04,0,2,0
Max Meyer,18/09/1995,1.65,FC Cologne,M,10,344,0,0,0,2.62,0.78,0.65+0.65,0.65+0.65,0.33+0.33,1.23,0.57,0.17,0.17,0.09,0.26,0.26,0.32,0.15,0,0
Marco Höger,16/09/1989,0.66,FC Cologne,D,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Meré,17/04/1997,3.85,FC Cologne,D,16,1304,0,0,0,0.14,0.21,0.03+0.03,0.03+0.03,0.16+0.16,1.33,1.27,0,0,0.01,0.01,0.01,0.09,0.09,2,0
Jannes Horn,06/02/1997,3.3,FC Cologne,D M,29,1767,0,0,1,0.31,0.61,0.17+0.17,0.17+0.17,1.55+0.55,4.22,3.53,0.01,0.01,0.08,0.09,0.09,0.21,0.18,6,0
Benno Schmitz,17/11/1994,0.88,FC Cologne,D,12,405,0,0,1,0.89,1.11,0.21+0.21,0.21+0.21,0.26-0.74,1.66,1.43,0.05,0.05,0.06,0.11,0.11,0.37,0.32,0,0
Salih Özcan,11/01/1998,3.85,FC Cologne,M,28,1358,0,0,1,0.73,0.8,0.44+0.44,0.44+0.44,1.22+0.22,3.41,2.02,0.03,0.03,0.08,0.11,0.11,0.23,0.13,3,0
Kingsley Ehizibue,25/05/1995,1.87,FC Cologne,D M,21,1139,0,0,1,0.71,0.47,0.57+0.57,0.57+0.57,0.57-0.43,2.44,1.4,0.04,0.04,0.04,0.09,0.09,0.19,0.11,5,0
Noah Katterbach,13/04/2001,6.05,FC Cologne,D M,21,1107,0,0,0,0.73,0.89,0.21+0.21,0.21+0.21,0.92+0.92,3.58,2.77,0.02,0.02,0.07,0.09,0.09,0.29,0.23,1,0
Tolu Arokodare,23/11/2000,0.88,FC Cologne,S,10,93,0,0,0,2.9,2.9,0.21+0.21,0.21+0.21,0.49+0.49,0.3,0.04,0.21,0.21,0.47,0.68,0.68,0.29,0.04,0,0
Dimitris Limnios,27/05/1998,2.2,FC Cologne,M,12,364,0,0,0,1.48,1.24,0.33+0.33,0.33+0.33,0.65+0.65,0.95,0.25,0.08,0.08,0.16,0.24,0.24,0.24,0.06,0,0
Sava-Arangel Cestic,19/02/2001,1.65,FC Cologne,D,11,900,0,0,0,0.1,0.2,0.08+0.08,0.08+0.08,0.12+0.12,0.98,0.87,0.01,0.01,0.01,0.02,0.02,0.1,0.09,3,0
Emmanuel Dennis,15/11/1997,5.5,FC Cologne,F,9,473,0,0,1,0.95,0.95,0.50+0.50,0.50+0.50,0.75-0.25,1.95,0.88,0.09,0.09,0.14,0.24,0.24,0.37,0.17,0,0
Vincenzo Grifo,07/04/1993,13.2,Freiburg,F M,31,2341,9,5,11,2.19,2.54,7.74-1.26,4.71-0.29,7.84-3.16,13.72,5.29,0.3,0.18,0.3,0.6,0.48,0.53,0.2,2,0
Roland Sallai,22/05/1997,14.3,Freiburg,F M,28,1694,8,7,3,2.5,0.8,6.84-1.16,6.08-0.92,1.38-1.62,8.55,3.15,0.36,0.32,0.07,0.44,0.4,0.45,0.17,5,0
Nils Petersen,06/12/1988,3.3,Freiburg,F,32,1268,8,7,0,2.41,0.71,5.43-2.57,4.67-2.33,0.45+0.45,5.77,1.86,0.39,0.33,0.03,0.42,0.36,0.41,0.13,0,0
Ermedin Demirovic,25/03/1998,13.2,Freiburg,F,30,1518,5,5,6,2.49,0.95,5.17+0.17,5.17+0.17,4.56-1.44,9.51,2.17,0.31,0.31,0.27,0.58,0.58,0.56,0.13,7,0
Philipp Lienhart,11/07/1996,15.4,Freiburg,D M,34,2997,4,4,0,0.27,0.12,2.30-1.70,2.30-1.70,0.12+0.12,6.56,6.42,0.07,0.07,0,0.07,0.07,0.2,0.19,4,0
Lucas Höler,10/07/1994,4.4,Freiburg,F M,33,2100,4,4,4,1.89,0.9,8.57+4.57,8.57+4.57,2.54-1.46,12.48,3.47,0.37,0.37,0.11,0.48,0.48,0.53,0.15,5,0
Woo-Yeong Jeong,20/09/1999,3.3,Freiburg,F M,26,803,4,4,0,1.57,1.46,1.51-2.49,1.51-2.49,1.19+1.19,5.03,2.83,0.17,0.17,0.13,0.3,0.3,0.56,0.32,0,0
Christian Günter,28/02/1993,13.2,Freiburg,D,34,3060,3,3,3,0.76,2.03,0.86-2.14,0.86-2.14,5.89+2.89,10.02,6.68,0.03,0.03,0.17,0.2,0.2,0.29,0.2,2,0
Jonathan Schmid,22/06/1990,3.3,Freiburg,D M,31,2409,2,2,2,0.78,0.93,1.01-0.99,1.01-0.99,2.56+0.56,8.73,6.02,0.04,0.04,0.1,0.13,0.13,0.33,0.23,4,0
Manuel Gulde,12/02/1991,2.64,Freiburg,D,27,1958,2,2,0,0.41,0,0.59-1.41,0.59-1.41,0,4.42,4.42,0.03,0.03,0,0.03,0.03,0.2,0.2,3,0
Nicolas Höfler,09/03/1990,2.75,Freiburg,M,31,2727,1,1,3,0.66,0.5,1.05+0.05,1.05+0.05,1.26-1.74,6.9,5.69,0.03,0.03,0.04,0.08,0.08,0.23,0.19,11,0
Baptiste Santamaria,09/03/1995,16.5,Freiburg,M,30,2240,1,1,1,1.21,0.56,2.17+1.17,2.17+1.17,1.08+0.08,7.99,5.12,0.09,0.09,0.04,0.13,0.13,0.32,0.21,5,0
Dominique Heintz,15/08/1993,5.5,Freiburg,D,21,1360,0,0,0,0.2,0.2,0.09+0.09,0.09+0.09,0.32+0.32,2.39,2.34,0.01,0.01,0.02,0.03,0.03,0.16,0.15,3,0
Janik Haberer,02/04/1994,5.5,Freiburg,F M,14,479,0,0,0,1.88,0.38,0.54+0.54,0.54+0.54,0.09+0.09,1.9,1.29,0.1,0.1,0.02,0.12,0.12,0.36,0.24,1,0
Lukas Kübler,30/08/1992,1.65,Freiburg,D,19,884,0,0,1,0.2,0.51,0.08+0.08,0.08+0.08,0.44-0.56,1.83,1.48,0.01,0.01,0.04,0.05,0.05,0.19,0.15,2,0
Amir Abrashi,27/03/1990,0.88,Freiburg,S,5,57,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0.09,0.09,0,0
Florian Müller,13/11/1997,8.8,Freiburg,GK,31,2790,0,0,0,0,0,0,0,0,4.33,4.33,0,0,0,0,0,0.14,0.14,0,0
Kwon Chang-Hoon,30/06/1994,2.2,Freiburg,F,12,197,0,0,0,0.91,1.37,0.17+0.17,0.17+0.17,0.12+0.12,0.39,0.11,0.08,0.08,0.05,0.13,0.13,0.18,0.05,2,0
Mark Flekken,13/06/1993,2.75,Freiburg,GK,3,270,0,0,0,0,0,0,0,0,0.21,0.21,0,0,0,0,0,0.07,0.07,0,0
Keven Schlotterbeck,28/04/1997,8.25,Freiburg,D M,24,1651,0,0,0,0.38,0.05,0.76+0.76,0.76+0.76,0.09+0.09,3.39,3.27,0.04,0.04,0,0.05,0.05,0.18,0.18,3,0
Guus Til,22/12/1997,4.95,Freiburg,F,7,115,0,0,0,1.57,0.78,0.65+0.65,0.65+0.65,0.03+0.03,0.68,0,0.51,0.51,0.02,0.53,0.53,0.53,0,1,0
Lino Tempelmann,02/02/1999,0.99,Freiburg,M,10,260,0,0,0,1.38,0.35,0.15+0.15,0.15+0.15,0.02+0.02,1.27,1.19,0.05,0.05,0.01,0.06,0.06,0.44,0.41,2,0
Yannik Keitel,15/02/2000,2.2,Freiburg,M,12,482,0,0,0,1.49,0.56,0.18+0.18,0.18+0.18,0.15+0.15,1.48,1.17,0.03,0.03,0.03,0.06,0.06,0.28,0.22,1,0
Nishan Burkart,31/01/2000,0.33,Freiburg,S,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhon Córdoba,11/05/1993,16.5,Hertha Berlin,F,21,1545,7,7,1,2.8,1.4,6.99-0.01,6.99-0.01,1.40+0.40,8.61,1,0.41,0.41,0.08,0.49,0.49,0.5,0.06,3,0
Matheus Cunha,27/05/1999,33,Hertha Berlin,F M,27,2164,7,5,4,2.91,1.95,8.20+1.20,5.93+0.93,4.30+0.30,12.66,4.9,0.34,0.25,0.18,0.52,0.43,0.53,0.2,9,0
Krzysztof Piatek,01/07/1995,16.5,Hertha Berlin,F,32,1630,7,7,1,2.26,0.55,6.41-0.59,5.65-1.35,0.98-0.02,6.26,0.78,0.35,0.31,0.05,0.41,0.37,0.35,0.04,4,0
Dodi Lukebakio,24/09/1997,14.3,Hertha Berlin,F M,29,1887,5,3,5,2,1.05,7.12+2.12,5.60+2.60,2.71-2.29,10.64,3.69,0.34,0.27,0.13,0.47,0.4,0.51,0.18,2,1
Peter Pekarík,30/10/1986,0.88,Hertha Berlin,D,23,1723,3,3,1,0.37,0.47,1.56-1.44,1.56-1.44,0.80-0.20,5.36,3.57,0.08,0.08,0.04,0.12,0.12,0.28,0.19,4,0
Matteo Guendouzi,14/04/1999,22,Hertha Berlin,M,24,1809,2,2,1,0.85,0.9,0.79-1.21,0.79-1.21,1.81+0.81,5.15,3.26,0.04,0.04,0.09,0.13,0.13,0.26,0.16,5,0
Jessic Ngankam,20/07/2000,1.32,Hertha Berlin,F,15,278,2,2,0,1.94,0.32,0.44-1.56,0.44-1.56,0.04+0.04,0.48,0,0.14,0.14,0.01,0.15,0.15,0.15,0,1,0
Vladimir Darida,08/08/1990,3.85,Hertha Berlin,F M,27,1930,1,1,6,1.26,1.63,1.72+0.72,1.72+0.72,4.51-1.49,8.71,4.04,0.08,0.08,0.21,0.29,0.29,0.41,0.19,5,1
Lucas Tousart,29/04/1997,17.6,Hertha Berlin,M,26,2113,1,1,0,1.28,0.38,1.33+0.33,1.33+0.33,1.27+1.27,6.39,4.66,0.06,0.06,0.05,0.11,0.11,0.27,0.2,7,0
Dedryck Boyata,28/11/1990,8.8,Hertha Berlin,D,19,1542,1,1,0,0.58,0.35,1.05+0.05,1.05+0.05,0.59+0.59,2.89,2.38,0.06,0.06,0.03,0.1,0.1,0.17,0.14,3,0
Santiago Ascacibar,25/02/1997,7.15,Hertha Berlin,M,13,770,1,1,0,0.82,0.7,0.25-0.75,0.25-0.75,0.25+0.25,2.89,2.69,0.03,0.03,0.03,0.06,0.06,0.34,0.31,2,0
Nemanja Radonjic,15/02/1996,6.6,Hertha Berlin,F M,12,588,1,1,2,2.3,1.38,1.84+0.84,1.84+0.84,1.29-0.71,5.26,2.52,0.28,0.28,0.2,0.48,0.48,0.81,0.39,1,0
Luca Netz,15/05/2003,5.5,Hertha Berlin,D,11,288,1,1,0,0.63,0.63,0.39-0.61,0.39-0.61,0.10+0.10,1.05,0.62,0.12,0.12,0.03,0.15,0.15,0.33,0.19,0,0
Deyovaisio Zeefuik,11/03/1998,4.4,Hertha Berlin,D M,22,911,1,1,0,0.3,1.19,0.17-0.83,0.17-0.83,0.99+0.99,1.82,0.82,0.02,0.02,0.1,0.11,0.11,0.18,0.08,2,1
Rune Jarstein,29/09/1984,0.55,Hertha Berlin,GK,8,720,0,0,0,0,0,0,0,0,0.17,0.17,0,0,0,0,0,0.02,0.02,0,0
Marvin Plattenhardt,26/01/1992,4.4,Hertha Berlin,D M,16,1069,0,0,2,0.25,0.84,0.09+0.09,0.09+0.09,1.35-0.65,2.45,1.91,0.01,0.01,0.11,0.12,0.12,0.21,0.16,1,0
