Name,Birthday(DD/MM/YYYY),MarketValue,Team,Position,Appearances,Minutes,G,NPG,A,Sh90,KP90,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,Y,R
Sergio González,14/05/1997,0.55,Cadiz,M,1,90,0,0,0,1,0,0.03+0.03,0.03+0.03,0,0.03,0.03,0.03,0.03,0,0.03,0.03,0.03,0.03,0,0
Jens Jonsson,10/01/1993,4.4,Cadiz,M,35,2650,0,0,0,0.51,0.37,0.92+0.92,0.92+0.92,1.59+1.59,4.8,3.46,0.03,0.03,0.05,0.09,0.09,0.16,0.12,6,0
Filip Malbasic,18/11/1992,1.32,Cadiz,F M,28,827,0,0,1,0.98,0.44,0.98+0.98,0.98+0.98,1.06+0.06,0.97,0.26,0.11,0.11,0.11,0.22,0.22,0.11,0.03,2,0
Alberto Cifuentes,29/05/1979,0.11,Cadiz,GK,2,180,0,0,0,0,0.5,0,0,0.02+0.02,0.37,0.34,0,0,0.01,0.01,0.01,0.18,0.17,0,0
Marc Baró,23/08/1999,0.22,Cadiz,D,1,90,0,0,0,1,2,0.02+0.02,0.02+0.02,0.16+0.16,0.11,0,0.02,0.02,0.16,0.18,0.18,0.11,0,0,0
Fali,12/08/1993,3.3,Cadiz,D M,34,2649,0,0,0,0.37,0.27,0.60+0.60,0.60+0.60,0.65+0.65,2.08,1.85,0.02,0.02,0.02,0.04,0.04,0.07,0.06,11,0
Jon Ander Garrido,09/10/1989,0.66,Cadiz,M,23,778,0,0,0,0.58,0.23,0.40+0.40,0.40+0.40,0.09+0.09,1.07,0.97,0.05,0.05,0.01,0.06,0.06,0.12,0.11,1,0
Jeremías Ledesma,13/02/1993,5.5,Cadiz,GK,32,2880,0,0,0,0,0,0,0,0,1.29,1.29,0,0,0,0,0,0.04,0.04,0,0
Manuel Nieto,29/03/1998,0.165,Cadiz,S,2,9,0,0,0,10,10,0.10+0.10,0.10+0.10,0.39+0.39,0.1,0,0.95,0.95,3.89,4.84,4.84,0.95,0,0,0
Álex Martín,25/01/1998,0.66,Cadiz,D,2,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Álvaro Bastida,12/05/2004,0.44,Cadiz,S,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iago Aspas,01/08/1987,9.9,Celta Vigo,F M,33,2878,14,9,13,1.59,1.94,12.26-1.74,8.54-0.46,9.31-3.69,25.36,11.44,0.38,0.27,0.29,0.67,0.56,0.79,0.36,9,0
Santi Mina,07/12/1995,16.5,Celta Vigo,F,34,2443,12,11,3,1.66,0.55,9.36-2.64,8.61-2.39,2.63-0.37,14.69,5.22,0.34,0.32,0.1,0.44,0.41,0.54,0.19,4,0
Brais Méndez,07/01/1997,15.4,Celta Vigo,F M,34,2693,9,8,0,1.67,0.63,7.98-1.02,7.24-0.76,2.94+2.94,16.75,9,0.27,0.24,0.1,0.36,0.34,0.56,0.3,7,0
Nolito,15/10/1986,1.65,Celta Vigo,F M,36,2671,7,7,5,1.85,1.18,6.98-0.02,6.98-0.02,5.51+0.51,20.09,9.36,0.24,0.24,0.19,0.42,0.42,0.68,0.32,7,0
Hugo Mallo,22/06/1991,5.5,Celta Vigo,D,31,2608,3,3,1,0.69,0.59,2.52-0.48,2.52-0.48,3.28+2.28,12.9,8.2,0.09,0.09,0.11,0.2,0.2,0.45,0.28,8,0
Fran Beltrán,03/02/1999,13.2,Celta Vigo,M,32,1385,3,3,0,1.23,0.26,1.49-1.51,1.49-1.51,0.43+0.43,6.12,4.4,0.1,0.1,0.03,0.13,0.13,0.4,0.29,3,0
Jeison Murillo,27/05/1992,7.7,Celta Vigo,D,31,2708,2,2,0,0.3,0.1,0.70-1.30,0.70-1.30,0.19+0.19,6.74,6.67,0.02,0.02,0.01,0.03,0.03,0.22,0.22,9,1
Augusto Solari,03/01/1992,4.4,Celta Vigo,M,16,466,2,2,2,0.97,1.93,1.19-0.81,1.19-0.81,1.74-0.26,3.06,1.24,0.23,0.23,0.34,0.57,0.57,0.59,0.24,2,0
Facundo Ferreyra,14/03/1991,2.2,Celta Vigo,F,13,272,1,1,0,2.32,0,1.41+0.41,1.41+0.41,0,1.27,0,0.47,0.47,0,0.47,0.47,0.42,0,3,1
Sergio Carreira,13/10/2000,1.1,Celta Vigo,D,3,263,1,1,0,0.68,0.34,0.77-0.23,0.77-0.23,0.10+0.10,1.26,0.38,0.26,0.26,0.04,0.3,0.3,0.43,0.13,0,0
Miguel Baeza,27/03/2000,2.75,Celta Vigo,M,22,509,1,1,0,1.94,1.41,2.14+1.14,2.14+1.14,0.63+0.63,3.45,0.85,0.38,0.38,0.11,0.49,0.49,0.61,0.15,0,0
Rubén Blanco,25/07/1995,5.5,Celta Vigo,GK,19,1647,0,0,0,0,0,0,0,0,2.38,2.38,0,0,0,0,0,0.13,0.13,0,1
Denis Suárez,06/01/1994,13.2,Celta Vigo,M,35,2882,0,0,9,0.5,1.44,0.94+0.94,0.94+0.94,5.42-3.58,16.35,12.8,0.03,0.03,0.17,0.2,0.2,0.51,0.4,10,0
Kevin,23/03/1993,0.88,Celta Vigo,D,8,556,0,0,0,0.16,0,0.02+0.02,0.02+0.02,0,1.09,1.07,0,0,0,0,0,0.18,0.17,3,0
Iván Villar,09/07/1997,2.75,Celta Vigo,GK,21,1771,0,0,0,0,0,0,0,0,0.92,0.92,0,0,0,0,0,0.05,0.05,1,0
Aarón Martín,22/04/1997,4.95,Celta Vigo,D,19,1541,0,0,3,0.29,0.35,0.18+0.18,0.18+0.18,0.94-2.06,4.8,4.49,0.01,0.01,0.05,0.07,0.07,0.28,0.26,1,0
Emre Mor,24/07/1997,0.77,Celta Vigo,F M,11,508,0,0,0,1.42,0.53,0.38+0.38,0.38+0.38,0.21+0.21,0.48,0.01,0.07,0.07,0.04,0.1,0.1,0.09,0,2,0
Néstor Araújo,29/08/1991,7.7,Celta Vigo,D,33,2417,0,0,0,0.22,0.15,0.29+0.29,0.29+0.29,0.77+0.77,6.73,6.29,0.01,0.01,0.03,0.04,0.04,0.25,0.23,5,0
Okay Yokuslu,09/03/1994,8.25,Celta Vigo,M,12,437,0,0,0,0.62,1.03,0.42+0.42,0.42+0.42,0.38+0.38,2.92,2.26,0.09,0.09,0.08,0.16,0.16,0.6,0.46,4,1
Lucas Olaza,21/07/1994,6.6,Celta Vigo,D,18,1619,0,0,2,0.61,0.78,0.37+0.37,0.37+0.37,3.13+1.13,8.67,6.9,0.02,0.02,0.17,0.19,0.19,0.48,0.38,4,0
Joseph Aidoo,29/09/1995,6.6,Celta Vigo,D,25,1276,0,0,0,0.63,0.14,0.80+0.80,0.80+0.80,0.34+0.34,3.82,3.53,0.06,0.06,0.02,0.08,0.08,0.27,0.25,3,0
José Manuel Fontán,11/02/2000,1.1,Celta Vigo,D,14,640,0,0,0,0.7,0,0.35+0.35,0.35+0.35,0,1.25,1.22,0.05,0.05,0,0.05,0.05,0.18,0.17,1,1
Renato Tapia,28/07/1995,22,Celta Vigo,M,32,2724,0,0,1,0.56,0.3,1.18+1.18,1.18+1.18,0.45-0.55,11.57,11.19,0.04,0.04,0.01,0.05,0.05,0.38,0.37,11,0
Miguel Rodriguez,01/01/1985,2.2,Celta Vigo,S,4,22,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.05,0.05,2,0
Gabriel Veiga,27/05/2002,1.65,Celta Vigo,M,6,109,0,0,0,0,0.83,0,0,0.04+0.04,0.09,0.06,0,0,0.03,0.03,0.03,0.08,0.05,0,0
Lautaro de León,09/02/2001,0.11,Celta Vigo,S,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Holsgrove,10/09/1999,0.55,Celta Vigo,S,5,131,0,0,0,0.69,0.69,0.05+0.05,0.05+0.05,0.02+0.02,0.17,0.11,0.04,0.04,0.01,0.05,0.05,0.11,0.08,0,0
Alfon,04/05/1999,0.275,Celta Vigo,S,2,29,0,0,0,3.1,3.1,0.07+0.07,0.07+0.07,0.05+0.05,0.12,0.07,0.21,0.21,0.16,0.37,0.37,0.37,0.21,0,0
Carlos Domínguez,11/02/2001,1.65,Celta Vigo,D,4,360,0,0,0,0.25,0.25,0.07+0.07,0.07+0.07,0.03+0.03,0.25,0.25,0.02,0.02,0.01,0.03,0.03,0.06,0.06,2,0
Hugo Sotelo,19/12/2003,0,Celta Vigo,S,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kike García,25/11/1989,3.08,Eibar,F,37,3124,12,12,2,2.51,0.72,10.61-1.39,10.61-1.39,1.90-0.10,14.65,4.45,0.31,0.31,0.05,0.36,0.36,0.42,0.13,2,1
Bryan Gil Salvatierra,11/02/2001,33,Eibar,F M,28,2282,4,4,3,1.54,2.01,3.62-0.38,3.62-0.38,4.63+1.63,10.45,4.99,0.14,0.14,0.18,0.33,0.33,0.41,0.2,6,0
Sergi Enrich,26/02/1990,1.98,Eibar,F,27,1388,3,3,0,2.92,1.04,7.19+4.19,6.45+3.45,0.83+0.83,9.14,3.76,0.47,0.42,0.05,0.52,0.47,0.59,0.24,1,0
Esteban Burgos,09/01/1992,2.75,Eibar,D,14,1120,3,1,1,0.48,0.16,3.40+0.40,1.17+0.17,0.78-0.22,0.72,0.62,0.27,0.09,0.06,0.34,0.16,0.06,0.05,5,0
Yoshinori Muto,15/07/1992,2.75,Eibar,F M,26,1118,1,1,1,1.77,0.89,2.48+1.48,2.48+1.48,1.09+0.09,3.72,1.14,0.2,0.2,0.09,0.29,0.29,0.3,0.09,1,0
Takashi Inui,02/06/1988,1.65,Eibar,F M,28,1844,1,1,0,1.81,0.68,2.32+1.32,2.32+1.32,1.49+1.49,4.52,1.54,0.11,0.11,0.07,0.19,0.19,0.22,0.08,0,0
Papakouly Diop,19/03/1986,0.88,Eibar,M,33,2343,1,1,1,1.11,0.5,1.84+0.84,1.84+0.84,0.98-0.02,3.1,1.71,0.07,0.07,0.04,0.11,0.11,0.12,0.07,7,2
Pedro León,24/11/1986,1.1,Eibar,F M,24,932,1,1,2,1.74,1.83,1.08+0.08,1.08+0.08,2.41+0.41,2.69,0.56,0.1,0.1,0.23,0.34,0.34,0.26,0.05,2,0
Recio,11/01/1991,1.32,Eibar,M,17,724,1,0,0,1.74,1.74,1.30+0.30,0.55+0.55,0.73+0.73,2.66,2.35,0.16,0.07,0.09,0.25,0.16,0.33,0.29,5,0
Kévin Rodrigues,05/03/1994,3.85,Eibar,D M,22,1076,1,1,1,0.84,0.92,0.77-0.23,0.77-0.23,0.51-0.49,2.34,1.37,0.06,0.06,0.04,0.11,0.11,0.2,0.11,1,0
Marko Dmitrovic,24/01/1992,8.8,Eibar,GK,35,3124,1,0,0,0.09,0.12,1.56+0.56,0.07+0.07,0.30+0.30,1.24,0.94,0.04,0,0.01,0.05,0.01,0.04,0.03,0,0
Aleix García,28/06/1997,1.98,Eibar,M,11,427,0,0,1,0.63,2.32,0.10+0.10,0.10+0.10,0.78-0.22,0.83,0.6,0.02,0.02,0.16,0.18,0.18,0.18,0.13,1,0
Rober Correa,20/09/1992,0.99,Eibar,D,15,1147,0,0,2,0.47,0.86,0.18+0.18,0.18+0.18,1.61-0.39,2.65,1.2,0.01,0.01,0.13,0.14,0.14,0.21,0.09,3,0
Yoel,28/08/1988,0.99,Eibar,GK,4,296,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0,0,0.02,0.02,0,0
Sergio Álvarez,23/01/1992,1.32,Eibar,D M,27,1567,0,0,0,0.34,0.34,0.30+0.30,0.30+0.30,0.38+0.38,2.28,1.88,0.02,0.02,0.02,0.04,0.04,0.13,0.11,3,0
Pedro Bigas,15/05/1990,1.32,Eibar,D,21,1531,0,0,0,0.59,0.06,0.52+0.52,0.52+0.52,0.02+0.02,1.21,1.06,0.03,0.03,0,0.03,0.03,0.07,0.06,1,0
Tejero,20/07/1996,1.1,Eibar,D,2,107,0,0,0,1.68,2.52,0.03+0.03,0.03+0.03,0.12+0.12,0.17,0.04,0.03,0.03,0.1,0.12,0.12,0.14,0.03,1,0
Anaitz Arbilla,15/05/1987,1.1,Eibar,D,34,2800,0,0,1,0.87,0.32,1.37+1.37,1.37+1.37,0.89-0.11,5.06,4.58,0.04,0.04,0.03,0.07,0.07,0.16,0.15,8,0
Quique González,16/05/1990,0.88,Eibar,S,12,147,0,0,0,2.45,0.61,0.20+0.20,0.20+0.20,0.08+0.08,0.31,0.06,0.12,0.12,0.05,0.17,0.17,0.19,0.04,0,0
Edu Expósito,01/08/1996,3.85,Eibar,M,31,2467,0,0,3,1.57,1.57,2.97+2.97,1.48+1.48,3.37+0.37,7.45,4.35,0.11,0.05,0.12,0.23,0.18,0.27,0.16,4,0
José Ángel,05/09/1989,1.65,Eibar,D M,14,906,0,0,0,0.2,0.89,0.03+0.03,0.03+0.03,1.01+1.01,2,1.16,0,0,0.1,0.1,0.1,0.2,0.12,3,0
Alejandro Pozo,22/02/1999,4.4,Eibar,D F M,30,2180,0,0,0,0.45,0.5,0.26+0.26,0.26+0.26,1.13+1.13,3.79,3.13,0.01,0.01,0.05,0.06,0.06,0.16,0.13,4,0
Paulo Oliveira,08/01/1992,4.4,Eibar,D,31,2637,0,0,1,0.48,0.1,0.87+0.87,0.87+0.87,0.81-0.19,2.8,2.44,0.03,0.03,0.03,0.06,0.06,0.1,0.08,4,0
Miguel Ángel Atienza,27/05/1999,0.66,Eibar,M,12,837,0,0,0,0.54,0.43,0.26+0.26,0.26+0.26,0.14+0.14,2,1.7,0.03,0.03,0.02,0.04,0.04,0.22,0.18,1,0
Sergio Cubero,05/09/1999,0.165,Eibar,S,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafa Soares,09/05/1995,1.76,Eibar,D,19,1132,0,0,1,0.16,1.27,0.08+0.08,0.08+0.08,1.57+0.57,2.23,1.49,0.01,0.01,0.12,0.13,0.13,0.18,0.12,2,0
Unai Dufur,21/01/1999,0.055,Eibar,D,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damian Kadzior,16/06/1992,1.87,Eibar,F M,6,193,0,0,0,2.33,0.47,0.17+0.17,0.17+0.17,0.01+0.01,0.13,0.04,0.08,0.08,0.01,0.08,0.08,0.06,0.02,0,0
Unai Arietaleanizbeaskoa,16/06/1999,0,Eibar,S,4,36,0,0,0,2.5,0,0.02+0.02,0.02+0.02,0,0.11,0.09,0.05,0.05,0,0.05,0.05,0.26,0.22,1,0
Eñaut Mendía,25/06/1999,0,Eibar,M,1,64,0,0,0,1.41,0,0.01+0.01,0.01+0.01,0,0,0,0.02,0.02,0,0.02,0.02,0,0,1,0
Lucas Boyé,28/02/1996,3.85,Elche,F M,34,2728,7,7,2,1.91,0.49,6.14-0.86,6.14-0.86,1.14-0.86,6.78,1.61,0.2,0.2,0.04,0.24,0.24,0.22,0.05,7,1
Fidel,27/10/1989,2.2,Elche,D M,30,2410,6,4,3,0.67,1.72,4.15-1.85,1.92-2.08,4.92+1.92,8.18,3.23,0.16,0.07,0.18,0.34,0.26,0.31,0.12,8,0
Pere Milla,23/09/1992,1.98,Elche,F M,32,1996,4,4,3,1.35,0.68,5.48+1.48,5.48+1.48,2.33-0.67,7.69,1.98,0.25,0.25,0.1,0.35,0.35,0.35,0.09,6,0
Josan,03/12/1989,1.1,Elche,D M,33,1952,4,4,2,0.69,0.69,1.27-2.73,1.27-2.73,1.13-0.87,3.32,1.35,0.06,0.06,0.05,0.11,0.11,0.15,0.06,3,0
Guido Carrillo,25/05/1991,2.2,Elche,F,21,1002,3,3,2,2.34,0.72,2.39-0.61,2.39-0.61,0.96-1.04,4.08,1.13,0.21,0.21,0.09,0.3,0.3,0.37,0.1,3,0
Raúl Guti,30/12/1996,5.5,Elche,M,36,2886,3,3,1,0.84,0.22,1.60-1.40,1.60-1.40,0.67-0.33,5.57,3.92,0.05,0.05,0.02,0.07,0.07,0.17,0.12,4,1
Dani Calvo,01/04/1994,1.65,Elche,D,23,1771,2,2,0,0.41,0,1.30-0.70,1.30-0.70,0,0.29,0.29,0.07,0.07,0,0.07,0.07,0.01,0.01,3,0
Tete Morente,04/12/1996,1.65,Elche,M,30,2039,2,2,5,0.84,0.71,1.82-0.18,1.82-0.18,2.05-2.95,3.79,1.45,0.08,0.08,0.09,0.17,0.17,0.17,0.06,5,0
Diego González,28/01/1995,1.1,Elche,D,19,1281,1,1,0,0.35,0.07,0.51-0.49,0.51-0.49,0.04+0.04,1.99,1.99,0.04,0.04,0,0.04,0.04,0.14,0.14,5,0
Emiliano Rigoni,04/02/1993,2.75,Elche,F M,23,1125,1,1,1,1.28,0.88,2.25+1.25,2.25+1.25,1.71+0.71,4.33,0.74,0.18,0.18,0.14,0.32,0.32,0.35,0.06,5,0
Paulo Gazzaniga,02/01/1992,3.3,Elche,GK,8,720,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0.11,0.11,3,0
Antonio Barragán,12/06/1987,0.88,Elche,D,27,2237,0,0,3,0.24,0.4,1.20+1.20,1.20+1.20,0.75-2.25,3.86,3.64,0.05,0.05,0.03,0.08,0.08,0.16,0.15,8,0
Cifuentes,05/10/1990,0.66,Elche,D,11,436,0,0,0,0.62,0,0.06+0.06,0.06+0.06,0,0.28,0.28,0.01,0.01,0,0.01,0.01,0.06,0.06,1,0
Pablo Piatti,31/03/1989,1.32,Elche,F M,9,347,0,0,0,1.04,0.78,0.44+0.44,0.44+0.44,0.21+0.21,1.54,1.05,0.11,0.11,0.05,0.17,0.17,0.4,0.27,1,0
Víctor Rodríguez,23/07/1989,0.88,Elche,M,16,391,0,0,0,0,0.92,0,0,0.89+0.89,1.58,1.24,0,0,0.21,0.21,0.21,0.36,0.29,1,0
Luismi,05/05/1992,0.55,Elche,D M,11,163,0,0,0,0,0,0,0,0,0.55,0.55,0,0,0,0,0,0.31,0.31,0,0
Omenuke Mfulu,20/03/1994,0.88,Elche,M,20,786,0,0,0,0.34,0.23,0.06+0.06,0.06+0.06,0.08+0.08,0.94,0.82,0.01,0.01,0.01,0.02,0.02,0.11,0.09,4,0
Youssouf Kone,05/07/1995,1.76,Elche,D,3,69,0,0,0,0,0,0,0,0,0.12,0.12,0,0,0,0,0,0.15,0.15,0,0
Juan Sánchez Miño,01/01/1990,2.365,Elche,D M,9,501,0,0,0,0,0.18,0,0,0.03+0.03,0.26,0.26,0,0,0,0,0,0.05,0.05,2,0
Johan Mojica,21/08/1992,2.2,Elche,D,17,1201,0,0,0,0.52,0.75,0.13+0.13,0.13+0.13,0.90+0.90,1.7,1.46,0.01,0.01,0.07,0.08,0.08,0.13,0.11,3,0
Edgar Badía,12/02/1992,2.2,Elche,GK,30,2700,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,0,0.03,0.03,0,0
Gonzalo Verdú,21/10/1988,0.88,Elche,D,33,2946,0,0,2,0.34,0.18,1.13+1.13,1.13+1.13,2.21+0.21,3.03,2.73,0.03,0.03,0.07,0.1,0.1,0.09,0.08,11,0
Josema,06/06/1996,1.1,Elche,D,29,1968,0,0,1,0.27,0.27,0.12+0.12,0.12+0.12,0.66-0.34,2.96,2.88,0.01,0.01,0.03,0.04,0.04,0.14,0.13,3,0
Nino,10/06/1980,0.11,Elche,S,16,249,0,0,0,1.08,0.72,0.39+0.39,0.39+0.39,0.88+0.88,1.33,0.06,0.14,0.14,0.32,0.46,0.46,0.48,0.02,1,0
Ramón Folch,04/10/1989,0.33,Elche,S,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jony Álamo,25/09/2001,0,Elche,M,1,76,0,0,0,1.18,0,0.02+0.02,0.02+0.02,0,0.3,0.3,0.03,0.03,0,0.03,0.03,0.35,0.35,0,0
Iván Marcone,03/06/1990,3.3,Elche,M,33,2659,0,0,0,0.07,0.34,0.11+0.11,0.11+0.11,0.81+0.81,4.33,3.93,0,0,0.03,0.03,0.03,0.15,0.13,8,1
Jeison Lucumí,08/04/1995,1.05,Elche,M,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Donald,30/08/2000,0,Elche,D,2,51,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.02,0.02,0,0
Helibelton Palacios,09/06/1993,1.1,Elche,D,11,738,0,0,0,0,0.37,0,0,0.09+0.09,2.06,1.97,0,0,0.01,0.01,0.01,0.25,0.24,0,0
Ángel,26/04/1987,3.3,Getafe,F,33,1350,5,4,0,2.53,0.4,6.36+1.36,4.87+0.87,0.69+0.69,5.44,1.57,0.42,0.32,0.05,0.47,0.37,0.36,0.1,4,0
Jaime Mata,24/10/1988,4.4,Getafe,F,33,2050,5,4,0,1.76,0.7,7.80+2.80,6.31+2.31,1.35+1.35,7.97,2.97,0.34,0.28,0.06,0.4,0.34,0.35,0.13,9,1
Enes Ünal,10/05/1997,7.7,Getafe,F,28,1325,4,3,2,2.58,0.95,4.26+0.26,3.52+0.52,1.86-0.14,5.07,2.07,0.29,0.24,0.13,0.42,0.36,0.34,0.14,4,0
Mauro Arambarri,30/09/1995,22,Getafe,M,34,2993,3,3,0,1.38,0.63,1.99-1.01,1.99-1.01,2.04+2.04,4.88,3.31,0.06,0.06,0.06,0.12,0.12,0.15,0.1,11,0
Marc Cucurella,22/07/1998,22,Getafe,D M,37,3255,3,3,2,0.69,1.11,2.20-0.80,2.20-0.80,3.60+1.60,9.52,5,0.06,0.06,0.1,0.16,0.16,0.26,0.14,8,0
Carles Aleñá,05/01/1998,16.5,Getafe,F M,22,1378,2,2,2,1.96,1.63,1.76-0.24,1.76-0.24,2.35+0.35,5.73,2.34,0.11,0.11,0.15,0.27,0.27,0.37,0.15,1,0
Juan Camilo Hernández,20/04/1999,9.9,Getafe,F M,23,1479,2,2,3,1.7,1.22,2.52+0.52,2.52+0.52,1.24-1.76,4.75,1.39,0.15,0.15,0.08,0.23,0.23,0.29,0.08,5,0
Damián Suárez,27/04/1988,1.65,Getafe,D,31,2440,1,1,0,0.37,0.7,0.30-0.70,0.30-0.70,1.07+1.07,3.07,2.32,0.01,0.01,0.04,0.05,0.05,0.11,0.09,11,1
Nemanja Maksimovic,26/01/1995,16.5,Getafe,M,35,2761,1,1,0,0.55,0.59,1.92+0.92,1.92+0.92,0.81+0.81,4.82,2.29,0.06,0.06,0.03,0.09,0.09,0.16,0.07,5,0
Takefusa Kubo,04/06/2001,16.5,Getafe,F M,18,795,1,1,1,1.7,1.02,0.71-0.29,0.71-0.29,1.17+0.17,3.17,1.57,0.08,0.08,0.13,0.21,0.21,0.36,0.18,2,0
Nyom,10/05/1988,2.2,Getafe,D M,31,2346,0,0,2,0.42,0.65,1.20+1.20,1.20+1.20,2.45+0.45,3.68,2.1,0.05,0.05,0.09,0.14,0.14,0.14,0.08,10,1
Francisco Portillo,13/06/1990,1.32,Getafe,M,16,402,0,0,1,0,1.12,0,0,0.52-0.48,1.07,0.62,0,0,0.12,0.12,0.12,0.24,0.14,1,0
Rubén Yáñez,12/10/1993,2.2,Getafe,GK,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Etxeita,31/10/1987,0.88,Getafe,D,11,880,0,0,0,0.41,0.1,0.26+0.26,0.26+0.26,0.47+0.47,0.52,0.52,0.03,0.03,0.05,0.07,0.07,0.05,0.05,3,0
David Soria,04/04/1993,9.9,Getafe,GK,28,2520,0,0,0,0,0,0,0,0,0.72,0.72,0,0,0,0,0,0.03,0.03,2,0
Abdoulaye Diaby,21/05/1991,2.2,Getafe,S,1,16,0,0,0,5.63,5.63,0.38+0.38,0.38+0.38,0.08+0.08,0.38,0,2.11,2.11,0.46,2.57,2.57,2.11,0,0,0
David Timor,17/10/1989,1.65,Getafe,D M,30,1379,0,0,0,1.17,0.78,0.60+0.60,0.60+0.60,1.56+1.56,0.84,0.7,0.04,0.04,0.1,0.14,0.14,0.06,0.05,5,1
Darío Poveda,13/03/1997,0.44,Getafe,S,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erick Cabaco,19/04/1995,2.75,Getafe,D,20,1326,0,0,0,0.34,0,0.27+0.27,0.27+0.27,0,0.65,0.65,0.02,0.02,0,0.02,0.02,0.04,0.04,9,0
Djené Dakonam,31/12/1991,19.8,Getafe,D M,34,2947,0,0,1,0.09,0.18,0.28+0.28,0.28+0.28,0.28-0.72,2.65,2.38,0.01,0.01,0.01,0.02,0.02,0.08,0.07,6,2
Chema Rodríguez,03/03/1992,0.88,Getafe,D M,10,552,0,0,0,0.49,0.33,0.08+0.08,0.08+0.08,0.12+0.12,0.21,0.15,0.01,0.01,0.02,0.03,0.03,0.03,0.02,3,1
Mathías Olivera,31/10/1997,13.2,Getafe,D,31,2622,0,0,0,0.65,0.72,2.84+2.84,2.84+2.84,2.53+2.53,3.86,1.78,0.1,0.1,0.09,0.18,0.18,0.13,0.06,6,0
Victor Mollejo,21/01/2001,3.3,Getafe,S,4,68,0,0,0,0,2.65,0,0,0.07+0.07,0.13,0.08,0,0,0.09,0.09,0.09,0.17,0.1,0,0
Sofian Chakla,02/09/1993,0.88,Getafe,D,11,897,0,0,0,0.3,0.1,0.16+0.16,0.16+0.16,0.07+0.07,0.76,0.7,0.02,0.02,0.01,0.02,0.02,0.08,0.07,5,0
Ante Palaversa,06/04/2000,2.75,Getafe,S,2,3,0,0,0,0,60,0,0,0.11+0.11,0,0,0,0,3.27,3.27,3.27,0,0,0,0
John Finn,24/10/2003,1.1,Getafe,S,6,54,0,0,0,3.33,0,0.13+0.13,0.13+0.13,0,0.12,0.1,0.22,0.22,0,0.22,0.22,0.21,0.16,0,0
Sabit Abdulai,11/05/1999,0.165,Getafe,S,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Juan Iglesias,03/07/1998,0.275,Getafe,D F M,10,602,0,0,0,0.6,0.6,0.16+0.16,0.16+0.16,0.14+0.14,0.83,0.53,0.02,0.02,0.02,0.04,0.04,0.12,0.08,2,0
Mamor Niang,04/02/2002,0,Getafe,S,1,21,0,0,0,4.29,0,0.05+0.05,0.05+0.05,0,0.05,0.05,0.23,0.23,0,0.23,0.23,0.23,0.23,0,0
Koffi,20/11/2001,0.22,Getafe,S,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Boacho,22/07/1998,0.22,Getafe,S,4,21,0,0,0,4.29,0,0.02+0.02,0.02+0.02,0,0.03,0.01,0.08,0.08,0,0.08,0.08,0.14,0.06,1,0
Roberto Soldado,27/05/1985,1.32,Granada,F,29,1452,9,7,0,1.8,0.56,5.59-3.41,4.11-2.89,0.59+0.59,4.13,0.64,0.35,0.25,0.04,0.38,0.29,0.26,0.04,6,1
Jorge Molina,22/04/1982,1.65,Granada,F M,33,1604,8,8,2,1.35,1.12,5.96-2.04,5.21-2.79,1.95-0.05,8.62,2.01,0.33,0.29,0.11,0.44,0.4,0.48,0.11,3,0
Luis Suárez,02/12/1997,11,Granada,F M,27,1666,5,5,1,2.54,0.7,5.40+0.40,5.40+0.40,1.30+0.30,8.02,1.84,0.29,0.29,0.07,0.36,0.36,0.43,0.1,6,0
Kenedy,08/02/1996,11,Granada,D F M,28,1494,4,4,3,2.23,1.08,2.00-2.00,2.00-2.00,3.71+0.71,4.93,1.62,0.12,0.12,0.22,0.34,0.34,0.3,0.1,3,0
Darwin Machís,07/02/1993,11,Granada,F M,32,2027,4,4,5,2.09,1.11,5.51+1.51,4.77+0.77,5.12+0.12,9.68,2.14,0.24,0.21,0.23,0.47,0.44,0.43,0.09,1,0
