Name,Birthday(DD/MM/YYYY),MarketValue,Team,Position,Appearances,Minutes,G,NPG,A,Sh90,KP90,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,Y,R
Lukasz Skorupski,05/05/1991,4.18,Bologna,GK,28,2520,0,0,0,0,0,0,0,0,3.51,3.51,0,0,0,0,0,0.13,0.13,1,0
Ângelo Da Costa,12/11/1983,0.22,Bologna,GK,6,540,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0,0,0.01,0.01,2,0
Gary Medel,03/08/1987,1.1,Bologna,D M,11,505,0,0,1,0,0.36,0,0,0.14-0.86,1.43,1.3,0,0,0.02,0.02,0.02,0.26,0.23,1,0
Mitchell Dijks,09/02/1993,3.85,Bologna,D,20,1506,0,0,0,0.12,0.36,0.06+0.06,0.06+0.06,0.23+0.23,4.44,4.15,0,0,0.01,0.02,0.02,0.27,0.25,5,1
Aaron Hickey,10/06/2002,5.5,Bologna,D,11,766,0,0,0,0.23,0.23,0.04+0.04,0.04+0.04,0.05+0.05,1.85,1.78,0,0,0.01,0.01,0.01,0.22,0.21,3,1
Ibrahima Mbaye,19/11/1994,1.54,Bologna,D,8,427,1,1,0,0.21,0.21,0.57-0.43,0.57-0.43,0.02+0.02,0.83,0.23,0.12,0.12,0.01,0.13,0.13,0.18,0.05,2,0
Andrea Poli,29/09/1989,1.1,Bologna,M,18,376,1,1,0,0.72,1.44,0.96-0.04,0.96-0.04,0.56+0.56,1.67,0.27,0.23,0.23,0.13,0.36,0.36,0.4,0.06,1,0
Federico Ravaglia,11/11/1999,0.22,Bologna,GK,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nehuén Paz,28/04/1993,0.715,Bologna,D,6,358,1,1,0,0.5,0.25,0.47-0.53,0.47-0.53,0.01+0.01,0.25,0.24,0.12,0.12,0,0.12,0.12,0.06,0.06,0,0
Valentin Antov,09/11/2000,2.2,Bologna,D,5,229,0,0,0,0.39,0.39,0.01+0.01,0.01+0.01,0.02+0.02,0.43,0.42,0.01,0.01,0.01,0.01,0.01,0.17,0.16,1,0
Andri Fannar Baldursson,10/01/2002,1.1,Bologna,M,8,209,0,0,0,0.86,0.43,0.13+0.13,0.13+0.13,0.06+0.06,0.88,0.82,0.06,0.06,0.03,0.08,0.08,0.38,0.35,2,0
Stefano Denswil,07/05/1993,3.85,Bologna,D,5,107,0,0,0,0,0,0,0,0,0.38,0.38,0,0,0,0,0,0.32,0.32,0,0
Musa Juwara,26/12/2001,1.1,Bologna,S,5,39,0,0,0,2.31,0,0.02+0.02,0.02+0.02,0,0.02,0,0.04,0.04,0,0.04,0.04,0.04,0,1,0
Simone Rabbi,30/10/2001,0.33,Bologna,S,4,30,0,0,1,0,6,0,0,0.02-0.98,0.02,0,0,0,0.07,0.07,0.07,0.07,0,0,0
Federico Santander,04/06/1991,1.65,Bologna,S,4,29,0,0,1,12.41,3.1,0.21+0.21,0.21+0.21,0.38-0.62,0.5,0,0.66,0.66,1.18,1.84,1.84,1.55,0,0,0
Omar Khailoti,05/09/2001,0.22,Bologna,S,1,27,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.67,0.67,0,0
Paolo Faragò,12/02/1993,2.2,Bologna,S,1,21,0,0,0,4.29,0,0.07+0.07,0.07+0.07,0,0.15,0.08,0.29,0.29,0,0.29,0.29,0.65,0.36,0,0
Arturo Calabresi,17/03/1996,1.65,Bologna,S,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edoardo Vergani,06/02/2001,0.66,Bologna,S,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mattia Pagliuca,25/04/2002,0.275,Bologna,S,1,10,0,0,0,0,9,0,0,0.01+0.01,0.01,0,0,0,0.12,0.12,0.12,0.12,0,0,0
Wisdom Amey,11/08/2005,0,Bologna,S,1,1,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.8,0.8,0,0
Kacper Urbanski,07/09/2004,0.22,Bologna,S,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Raimondo,18/03/2004,0,Bologna,S,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Pedro,09/03/1992,19.8,Calgiari,F M,37,3273,16,12,3,2.06,1.04,13.29-2.71,9.48-2.52,5.30+2.30,17.2,6.28,0.37,0.26,0.15,0.51,0.41,0.47,0.17,4,0
Giovanni Simeone,05/07/1995,12.1,Calgiari,F,33,1740,6,6,2,2.22,0.62,7.20+1.20,7.20+1.20,1.12-0.88,9.94,2.48,0.37,0.37,0.06,0.43,0.43,0.51,0.13,1,0
Leonardo Pavoletti,26/11/1988,4.4,Calgiari,F,33,1576,4,4,3,2.51,0.69,7.45+3.45,7.45+3.45,1.42-1.58,8.04,1.02,0.43,0.43,0.08,0.51,0.51,0.46,0.06,8,0
Charalampos Lykogiannis,22/10/1993,2.75,Calgiari,D M,31,2447,4,4,2,1.03,0.48,1.86-2.14,1.86-2.14,1.25-0.75,7.42,5.6,0.07,0.07,0.05,0.11,0.11,0.27,0.21,6,2
Razvan Marin,23/05/1996,16.5,Calgiari,M,37,2995,3,3,6,0.81,2.04,1.33-1.67,1.33-1.67,3.84-2.16,9.82,7.31,0.04,0.04,0.12,0.16,0.16,0.3,0.22,6,0
Riccardo Sottil,03/06/1999,7.7,Calgiari,F M,21,1184,2,2,1,1.82,1.22,1.39-0.61,1.39-0.61,1.85+0.85,4.75,1.77,0.11,0.11,0.14,0.25,0.25,0.36,0.13,3,0
Nahitan Nández,28/12/1995,24.2,Calgiari,D M,32,2747,2,2,2,1.05,0.98,3.09+1.09,3.09+1.09,2.63+0.63,12.32,7.11,0.1,0.1,0.09,0.19,0.19,0.4,0.23,8,1
Radja Nainggolan,04/05/1988,5.5,Calgiari,M,22,1852,1,1,0,2.33,1.12,1.15+0.15,1.15+0.15,1.74+1.74,7.55,5.3,0.06,0.06,0.08,0.14,0.14,0.37,0.26,5,0
Daniele Rugani,29/07/1994,5.5,Calgiari,D,16,1008,1,1,1,0.27,0.27,0.18-0.82,0.18-0.82,0.62-0.38,2.13,2.11,0.02,0.02,0.06,0.07,0.07,0.19,0.19,2,0
Diego Godín,16/02/1986,2.2,Calgiari,D,28,2512,1,1,0,0.39,0.25,0.37-0.63,0.37-0.63,0.90+0.90,5.61,5.56,0.01,0.01,0.03,0.05,0.05,0.2,0.2,3,0
Ragnar Klavan,30/10/1985,0.66,Calgiari,D,15,768,0,0,0,0.7,0.12,0.18+0.18,0.18+0.18,0.03+0.03,1.31,1.29,0.02,0.02,0,0.02,0.02,0.15,0.15,1,0
Marko Rog,19/07/1995,11,Calgiari,M,14,1171,0,0,0,0.61,0.61,0.19+0.19,0.19+0.19,0.27+0.27,1.58,1.2,0.01,0.01,0.02,0.04,0.04,0.12,0.09,2,0
Alfred Duncan,10/03/1993,11,Calgiari,M,19,1075,0,0,1,0.59,0.84,0.15+0.15,0.15+0.15,1.34+0.34,3.91,3.09,0.01,0.01,0.11,0.12,0.12,0.33,0.26,2,0
Luca Ceppitelli,11/08/1989,2.2,Calgiari,D,19,1474,0,0,0,0.43,0.12,0.50+0.50,0.50+0.50,0.07+0.07,3.82,3.8,0.03,0.03,0,0.03,0.03,0.23,0.23,3,0
Alessandro Deiola,01/08/1995,1.1,Calgiari,M,12,616,0,0,0,0.88,0.88,0.22+0.22,0.22+0.22,0.31+0.31,1.92,1.76,0.03,0.03,0.05,0.08,0.08,0.28,0.26,2,0
Alessio Cragno,28/06/1994,22,Calgiari,GK,34,3060,0,0,0,0,0,0,0,0,2.26,2.26,0,0,0,0,0,0.07,0.07,1,0
Sebastian Walukiewicz,05/04/2000,8.25,Calgiari,D,19,1619,0,0,1,0.17,0.06,0.23+0.23,0.23+0.23,0.71-0.29,2.01,2.01,0.01,0.01,0.04,0.05,0.05,0.11,0.11,1,0
Christian Oliva,01/06/1996,4.4,Calgiari,M,10,383,0,0,1,0,0.47,0,0,0.11-0.89,0.29,0.23,0,0,0.03,0.03,0.03,0.07,0.05,2,0
Paolo Faragò,12/02/1993,2.2,Calgiari,D,8,366,0,0,0,0.74,1.23,0.16+0.16,0.16+0.16,0.75+0.75,1.73,1.09,0.04,0.04,0.19,0.22,0.22,0.42,0.27,2,0
Guglielmo Vicario,07/10/1996,2.2,Calgiari,GK,4,360,0,0,0,0,0,0,0,0,1.59,1.59,0,0,0,0,0,0.4,0.4,0,0
Alberto Cerri,16/04/1996,1.65,Calgiari,F,24,343,1,1,0,4.2,1.57,2.70+1.70,2.70+1.70,0.43+0.43,3.61,1.29,0.71,0.71,0.11,0.82,0.82,0.95,0.34,1,0
Adam Ounas,11/11/1996,8.8,Calgiari,M,7,305,0,0,0,1.77,2.07,0.89+0.89,0.89+0.89,0.97+0.97,2.12,0.55,0.26,0.26,0.29,0.55,0.55,0.62,0.16,0,0
Alessandro Tripaldelli,09/02/1999,1.1,Calgiari,D,10,295,0,0,0,0,0.31,0,0,0.25+0.25,0.7,0.45,0,0,0.07,0.07,0.07,0.21,0.14,1,0
Gastón Pereiro,11/06/1995,3.85,Calgiari,M,15,249,2,2,2,5.06,2.89,2.69+0.69,2.69+0.69,1.21-0.79,3.65,1.18,0.97,0.97,0.44,1.41,1.41,1.32,0.43,0,0
Fabio Pisacane,28/01/1986,0.55,Calgiari,D,5,224,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0.02,0.02,1,0
Kwadwo Asamoah,09/12/1988,1.1,Calgiari,D,9,203,0,0,0,0.89,0,0.05+0.05,0.05+0.05,0,0.43,0.38,0.02,0.02,0,0.02,0.02,0.19,0.17,0,0
Fabrizio Caligara,12/04/2000,0.825,Calgiari,M,10,178,0,0,0,0,1.01,0,0,0.13+0.13,0.09,0.09,0,0,0.06,0.06,0.06,0.05,0.05,2,0
Matteo Tramoni,20/01/2000,1.65,Calgiari,S,6,65,0,0,0,1.38,0,0.03+0.03,0.03+0.03,0,0.03,0,0.04,0.04,0,0.04,0.04,0.04,0,1,0
Arturo Calabresi,17/03/1996,1.65,Calgiari,S,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiril Despodov,11/11/1996,3.3,Calgiari,S,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrea Carboni,04/02/2001,5.5,Calgiari,D,15,1089,0,0,1,0.41,0.33,0.24+0.24,0.24+0.24,1.30+0.30,2.57,1.82,0.02,0.02,0.11,0.13,0.13,0.21,0.15,2,0
Gabriele Zappa,22/12/1999,7.7,Calgiari,D M,34,2401,0,0,4,0.41,1.05,0.42+0.42,0.42+0.42,3.95-0.05,10.16,7.2,0.02,0.02,0.15,0.16,0.16,0.38,0.27,3,0
Simy,07/05/1992,8.8,Crotone,F,38,2935,20,12,2,1.96,0.83,17.47-2.53,11.38-0.62,1.53-0.47,13.73,2.17,0.54,0.35,0.05,0.58,0.4,0.42,0.07,1,0
Junior Messias,13/05/1991,3.85,Crotone,F M,36,3224,9,9,4,2.76,0.89,7.36-1.64,7.36-1.64,3.20-0.80,14.38,6.59,0.21,0.21,0.09,0.3,0.3,0.4,0.18,6,0
Adam Ounas,11/11/1996,8.8,Crotone,F M,15,1226,4,4,3,1.84,1.54,2.53-1.47,2.53-1.47,3.29+0.29,7.13,2.12,0.19,0.19,0.24,0.43,0.43,0.52,0.16,1,0
Arkadiusz Reca,17/06/1995,4.4,Crotone,D,30,2324,2,2,3,1.16,1.05,1.22-0.78,1.22-0.78,2.73-0.27,5.26,2.41,0.05,0.05,0.11,0.15,0.15,0.2,0.09,7,0
Vladimir Golemic,28/06/1991,0.99,Crotone,D,30,2331,2,1,0,0.23,0.23,1.27-0.73,0.51-0.49,0.52+0.52,3.36,3.27,0.05,0.02,0.02,0.07,0.04,0.13,0.13,4,1
Emmanuel Rivière,03/03/1990,0.77,Crotone,F,21,625,1,1,1,1.73,0.72,1.37+0.37,1.37+0.37,0.62-0.38,3.7,2.17,0.2,0.2,0.09,0.29,0.29,0.53,0.31,2,0
Koffi Djidji,30/11/1992,1.98,Crotone,D,20,1517,1,1,0,0.24,0.24,0.35-0.65,0.35-0.65,0.26+0.26,3.9,3.63,0.02,0.02,0.02,0.04,0.04,0.23,0.22,4,0
Salvatore Molina,01/01/1992,1.43,Crotone,D M,29,2336,1,1,4,0.58,0.96,0.76-0.24,0.76-0.24,2.42-1.58,6.51,4.64,0.03,0.03,0.09,0.12,0.12,0.25,0.18,1,0
Niccolò Zanellato,24/06/1998,1.98,Crotone,M,27,1643,1,1,1,0.27,0.55,0.59-0.41,0.59-0.41,1.08+0.08,3.41,2.83,0.03,0.03,0.06,0.09,0.09,0.19,0.16,3,0
Lisandro Magallán,27/09/1993,2.75,Crotone,D,28,2192,1,1,2,0.33,0.37,0.84-0.16,0.84-0.16,0.35-1.65,4.79,4.12,0.03,0.03,0.01,0.05,0.05,0.2,0.17,10,0
Eduardo Henrique,17/05/1995,1.87,Crotone,M,18,906,1,1,0,0.89,0.6,0.92-0.08,0.92-0.08,0.18+0.18,2.35,1.37,0.09,0.09,0.02,0.11,0.11,0.23,0.14,4,0
Milos Vulic,19/08/1996,1.65,Crotone,M,25,1299,1,1,1,1.18,1.45,0.94-0.06,0.94-0.06,1.46+0.46,3.32,1.57,0.07,0.07,0.1,0.17,0.17,0.23,0.11,2,0
Ahmed Benali,07/02/1992,1.65,Crotone,M,18,1220,0,0,1,0.74,1.03,0.85+0.85,0.85+0.85,1.11+0.11,3.22,1.97,0.06,0.06,0.08,0.14,0.14,0.24,0.15,2,0
Luca Cigarini,20/06/1986,0.66,Crotone,M,14,957,0,0,0,1.5,1.5,0.54+0.54,0.54+0.54,1.14+1.14,2.97,2.07,0.05,0.05,0.11,0.16,0.16,0.28,0.19,3,1
Pedro Pereira,22/01/1998,2.2,Crotone,D M,35,2571,0,0,4,0.49,0.74,0.92+0.92,0.92+0.92,3.15-0.85,6.39,3.7,0.03,0.03,0.11,0.14,0.14,0.22,0.13,6,0
Andrea Rispoli,29/01/1988,0.55,Crotone,D M,19,631,0,0,0,0.57,1.57,0.40+0.40,0.40+0.40,0.51+0.51,1.96,1.25,0.06,0.06,0.07,0.13,0.13,0.28,0.18,4,0
Alex Cordaz,01/01/1983,0.55,Crotone,GK,36,3240,0,0,0,0,0.03,0,0,0.01+0.01,2.75,2.74,0,0,0,0,0,0.08,0.08,1,0
Giuseppe Cuomo,02/02/1998,0.99,Crotone,D,13,796,0,0,0,0.23,0,0.40+0.40,0.40+0.40,0,0.56,0.56,0.05,0.05,0,0.05,0.05,0.06,0.06,4,0
Sebastiano Luperto,06/09/1996,2.42,Crotone,D,23,1893,0,0,0,0.24,0.29,0.18+0.18,0.18+0.18,0.17+0.17,2.05,1.77,0.01,0.01,0.01,0.02,0.02,0.1,0.08,3,1
Luca Marrone,28/03/1990,0.55,Crotone,D,21,1590,0,0,0,0.23,0,0.22+0.22,0.22+0.22,0,1.09,1.04,0.01,0.01,0,0.01,0.01,0.06,0.06,8,0
Jacopo Petriccione,22/02/1995,1.43,Crotone,M,20,955,0,0,0,0.28,0.75,0.08+0.08,0.08+0.08,0.40+0.40,2.92,2.68,0.01,0.01,0.04,0.05,0.05,0.28,0.25,5,1
Samuel Di Carmine,29/09/1988,1.32,Crotone,F,11,484,0,0,0,1.12,0,0.56+0.56,0.56+0.56,0,0.97,0.48,0.1,0.1,0,0.1,0.1,0.18,0.09,1,0
Denis Dragus,06/07/1999,0.99,Crotone,F,9,159,0,0,0,2.26,0,0.11+0.11,0.11+0.11,0,0.69,0.62,0.06,0.06,0,0.06,0.06,0.39,0.35,1,0
Marco Festa,06/06/1992,0.165,Crotone,GK,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gian Marco Crespi,28/06/2001,0.165,Crotone,GK,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Rojas,06/03/2002,1.87,Crotone,S,7,86,0,0,0,1.05,1.05,0.03+0.03,0.03+0.03,0.01+0.01,0.05,0,0.03,0.03,0.01,0.05,0.05,0.05,0,1,0
Antonio Mazzotta,02/08/1989,0.22,Crotone,M,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Luca Siligardi,26/01/1988,0.33,Crotone,S,4,43,0,0,0,4.19,4.19,0.06+0.06,0.06+0.06,0.04+0.04,0.21,0.16,0.13,0.13,0.08,0.21,0.21,0.43,0.33,0,0
Augustus Kargbo,24/08/1999,0.495,Crotone,S,1,30,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0.05,0.05,0,0
Giovanni Crociata,11/08/1997,0.99,Crotone,S,2,21,0,0,0,0,4.29,0,0,0.09+0.09,0.09,0,0,0,0.39,0.39,0.39,0.39,0,0,0
Tomislav Gomelt,07/01/1995,0.22,Crotone,S,2,14,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0.29,0.29,0,0
Dusan Vlahovic,28/01/2000,44,Fiorentina,F,37,2945,21,15,3,2.63,0.55,18.48-2.52,13.91-1.09,2.30-0.70,14.83,1.56,0.56,0.43,0.07,0.63,0.5,0.45,0.05,1,0
Gaetano Castrovilli,17/02/1997,22,Fiorentina,M,34,2365,5,5,3,1.22,0.65,3.17-1.83,3.17-1.83,2.26-0.74,11.66,7.34,0.12,0.12,0.09,0.21,0.21,0.44,0.28,8,1
Giacomo Bonaventura,22/08/1989,4.4,Fiorentina,M,34,2288,3,3,2,1.73,0.94,2.93-0.07,2.93-0.07,3.22+1.22,8.72,4.81,0.12,0.12,0.13,0.24,0.24,0.34,0.19,5,0
Nikola Milenkovic,12/10/1997,27.5,Fiorentina,D,34,3038,3,3,1,0.65,0.21,3.94+0.94,3.94+0.94,0.65-0.35,8.42,6.18,0.12,0.12,0.02,0.14,0.14,0.25,0.18,7,1
Franck Ribéry,07/04/1983,3.3,Fiorentina,F M,29,2195,2,2,6,0.86,1.44,2.86+0.86,2.86+0.86,5.52-0.48,12.21,5.99,0.12,0.12,0.23,0.34,0.34,0.5,0.25,6,1
Martín Cáceres,07/04/1987,1.1,Fiorentina,D,29,2241,2,2,2,0.6,0.4,1.83-0.17,1.83-0.17,1.16-0.84,6.78,5.81,0.07,0.07,0.05,0.12,0.12,0.27,0.23,4,0
Valentin Eysseric,25/03/1992,1.65,Fiorentina,M,16,715,2,2,0,1.64,1.01,1.55-0.45,1.55-0.45,0.87+0.87,2.5,1.03,0.2,0.2,0.11,0.3,0.3,0.31,0.13,2,0
Cristiano Biraghi,01/01/1992,9.9,Fiorentina,D,35,2821,1,1,5,0.83,1.56,1.80+0.80,1.80+0.80,6.59+1.59,10.24,6.06,0.06,0.06,0.21,0.27,0.27,0.33,0.19,8,0
Federico Chiesa,25/10/1997,66,Fiorentina,D,3,247,1,1,1,3.64,1.82,0.86-0.14,0.86-0.14,0.78-0.22,3.28,2.43,0.31,0.31,0.28,0.6,0.6,1.2,0.89,0,0
Erick Pulgar,15/01/1994,9.9,Fiorentina,M,31,1993,1,1,3,0.72,1.04,0.73-0.27,0.73-0.27,2.10-0.90,4.03,2.91,0.03,0.03,0.09,0.13,0.13,0.18,0.13,8,0
Germán Pezzella,27/06/1991,8.25,Fiorentina,D,32,2749,1,1,0,0.52,0.1,1.23+0.23,1.23+0.23,0.68+0.68,3.22,3.16,0.04,0.04,0.02,0.06,0.06,0.11,0.1,5,0
Christian Kouamé,06/12/1997,9.35,Fiorentina,F M,33,966,1,1,1,1.58,1.12,3.51+2.51,3.51+2.51,1.20+0.20,4.36,0.5,0.33,0.33,0.11,0.44,0.44,0.41,0.05,4,0
Lucas Martínez Quarta,10/05/1996,11,Fiorentina,D,21,1486,1,1,0,1.03,0.36,1.71+0.71,1.71+0.71,0.29+0.29,3.25,2.14,0.1,0.1,0.02,0.12,0.12,0.2,0.13,4,1
Antonio Barreca,18/03/1995,2.2,Fiorentina,D,3,86,0,0,0,2.09,1.05,0.07+0.07,0.07+0.07,0.04+0.04,0.13,0.06,0.08,0.08,0.04,0.12,0.12,0.14,0.06,0,0
Riccardo Saponara,21/12/1991,1.87,Fiorentina,S,2,50,0,0,0,0,1.8,0,0,0.04+0.04,0.04,0,0,0,0.07,0.07,0.07,0.07,0,0,0
Federico Ceccherini,11/05/1992,3.85,Fiorentina,D,3,270,0,0,0,0,0,0,0,0,0.68,0.68,0,0,0,0,0,0.23,0.23,2,0
José Callejón,11/02/1987,1.65,Fiorentina,F M,20,646,0,0,1,1.11,0.7,0.25+0.25,0.25+0.25,1.40+0.40,2.51,1.59,0.03,0.03,0.2,0.23,0.23,0.35,0.22,0,0
Maximiliano Olivera,05/03/1992,1.1,Fiorentina,D,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borja Valero,12/01/1985,0.99,Fiorentina,F M,20,446,0,0,0,1.01,0.4,0.21+0.21,0.21+0.21,0.04+0.04,1.06,0.87,0.04,0.04,0.01,0.05,0.05,0.21,0.17,3,0
Pol Lirola,13/08/1997,9.9,Fiorentina,D M,12,481,0,0,1,0.37,1.31,0.12+0.12,0.12+0.12,0.72-0.28,1.54,0.88,0.02,0.02,0.13,0.16,0.16,0.29,0.16,3,0
Alfred Duncan,10/03/1993,11,Fiorentina,M,4,162,0,0,0,0.56,0.56,0.03+0.03,0.03+0.03,0.02+0.02,0.98,0.95,0.02,0.02,0.01,0.03,0.03,0.55,0.53,0,0
Bartlomiej Dragowski,19/08/1997,17.6,Fiorentina,GK,36,3150,0,0,1,0,0.03,0,0,0.05-0.95,2.25,2.19,0,0,0,0,0,0.06,0.06,0,0
Aleksandr Kokorin,19/03/1991,3.85,Fiorentina,S,4,86,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0,0,0.09,0.09,1,0
Kevin Malcuit,31/07/1991,3.85,Fiorentina,D,5,203,0,0,0,0.89,0.44,0.10+0.10,0.10+0.10,0.08+0.08,0.18,0.08,0.04,0.04,0.03,0.08,0.08,0.08,0.03,0,0
Patrick Cutrone,03/01/1998,9.9,Fiorentina,S,11,170,0,0,0,1.59,0,0.18+0.18,0.18+0.18,0,0.11,0,0.1,0.1,0,0.1,0.1,0.06,0,0,0
Lorenzo Venuti,12/04/1995,3.3,Fiorentina,D,28,1764,0,0,1,0.2,0.77,0.22+0.22,0.22+0.22,2.11+1.11,4.7,2.74,0.01,0.01,0.11,0.12,0.12,0.24,0.14,3,0
Pietro Terracciano,08/03/1990,0.88,Fiorentina,GK,4,270,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0.03,0.03,0,0
Tòfol Montiel,11/04/2000,0.44,Fiorentina,S,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofyan Amrabat,21/08/1996,16.5,Fiorentina,M,31,2458,0,0,0,0.37,0.48,0.41+0.41,0.41+0.41,0.58+0.58,7.5,6.78,0.02,0.02,0.02,0.04,0.04,0.27,0.25,7,0
Igor Julio,07/02/1998,5.5,Fiorentina,D,21,1155,0,0,0,0.08,0.23,0.53+0.53,0.53+0.53,0.12+0.12,1.77,1.73,0.04,0.04,0.01,0.05,0.05,0.14,0.13,5,0
Mattia Destro,20/03/1991,2.75,Genoa,F,29,1625,11,11,1,2.05,0.39,7.48-3.52,7.48-3.52,0.58-0.42,8.33,1.23,0.41,0.41,0.03,0.45,0.45,0.46,0.07,5,0
Eldor Shomurodov,29/06/1995,7.7,Genoa,F,31,1669,8,8,1,2.05,1.08,6.09-1.91,6.09-1.91,2.32+1.32,10.62,2.45,0.33,0.33,0.12,0.45,0.45,0.57,0.13,1,0
Gianluca Scamacca,01/01/1999,16.5,Genoa,F,26,1345,8,6,2,3.14,1.07,7.83-0.17,6.31+0.31,2.87+0.87,8.87,1.42,0.52,0.42,0.19,0.72,0.61,0.59,0.1,1,0
Goran Pandev,27/07/1983,0.55,Genoa,F M,29,1400,7,6,3,1.29,0.9,4.14-2.86,3.38-2.62,1.40-1.60,9.66,5.69,0.27,0.22,0.09,0.36,0.31,0.62,0.37,5,0
Davide Zappacosta,11/06/1992,8.8,Genoa,D,25,2050,4,4,2,1.8,0.53,2.59-1.41,2.59-1.41,1.23-0.77,7.91,4.55,0.11,0.11,0.05,0.17,0.17,0.35,0.2,3,0
Marko Pjaca,06/05/1995,4.4,Genoa,F M,35,1409,3,3,2,1.85,0.89,2.82-0.18,2.82-0.18,2.11+0.11,6.32,2.09,0.18,0.18,0.13,0.31,0.31,0.4,0.13,0,0
Stefano Sturaro,09/03/1993,4.95,Genoa,M,6,454,1,1,0,0.99,0.79,0.99-0.01,0.99-0.01,0.25+0.25,2.17,1.25,0.2,0.2,0.05,0.25,0.25,0.43,0.25,1,0
Milan Badelj,25/01/1989,2.2,Genoa,M,30,2419,1,1,4,0.63,1.04,0.70-0.30,0.70-0.30,3.03-0.97,9.16,6.09,0.03,0.03,0.11,0.14,0.14,0.34,0.23,7,0
Domenico Criscito,30/12/1986,1.65,Genoa,D,23,1722,1,0,0,0.31,0.31,0.87-0.13,0.11+0.11,0.49+0.49,4.24,3.88,0.05,0.01,0.03,0.07,0.03,0.22,0.2,6,0
Miha Zajc,01/07/1994,3.3,Genoa,M,31,1879,1,1,3,0.91,0.96,2.25+1.25,2.25+1.25,2.30-0.70,8.1,4.75,0.11,0.11,0.11,0.22,0.22,0.39,0.23,4,0
Lennart Czyborra,03/05/1999,3.85,Genoa,D,17,1182,1,1,0,0.38,0.3,0.16-0.84,0.16-0.84,0.22+0.22,1.73,1.47,0.01,0.01,0.02,0.03,0.03,0.13,0.11,2,0
Valon Behrami,19/04/1985,0.44,Genoa,M,26,875,0,0,0,0.41,0.21,0.55+0.55,0.55+0.55,0.10+0.10,1.68,1.04,0.06,0.06,0.01,0.07,0.07,0.17,0.11,1,1
Mattia Perin,10/11/1992,7.7,Genoa,GK,32,2880,0,0,0,0,0.03,0,0,0.02+0.02,3.27,3.25,0,0,0,0,0,0.1,0.1,1,1
Davide Biraschi,02/07/1994,2.75,Genoa,D,13,918,0,0,0,0.2,0,0.07+0.07,0.07+0.07,0,2.59,2.51,0.01,0.01,0,0.01,0.01,0.25,0.25,2,0
Cristian Zapata,30/09/1986,0.44,Genoa,D,12,968,0,0,0,0.28,0.09,0.08+0.08,0.08+0.08,0.02+0.02,0.89,0.87,0.01,0.01,0,0.01,0.01,0.08,0.08,2,0
Federico Marchetti,07/02/1983,0.22,Genoa,GK,4,337,0,0,0,0,0,0,0,0,0.36,0.36,0,0,0,0,0,0.1,0.1,0,0
Kevin Strootman,13/02/1990,5.5,Genoa,M,18,1339,0,0,4,0.4,1.55,0.58+0.58,0.58+0.58,3.28-0.72,6.19,3.36,0.04,0.04,0.22,0.26,0.26,0.42,0.23,7,0
Edoardo Goldaniga,02/11/1993,2.2,Genoa,D,25,1852,0,0,1,0.39,0.34,0.40+0.40,0.40+0.40,0.71-0.29,3.36,2.91,0.02,0.02,0.03,0.05,0.05,0.16,0.14,8,0
Ivan Radovanovic,29/08/1988,1.43,Genoa,D M,33,2227,0,0,0,0.24,0.12,0.20+0.20,0.20+0.20,0.15+0.15,4.5,4.44,0.01,0.01,0.01,0.01,0.01,0.18,0.18,6,0
Vittorio Parigini,25/03/1996,0.77,Genoa,S,4,45,0,0,0,2,0,0.01+0.01,0.01+0.01,0,0,0,0.03,0.03,0,0.03,0.03,0,0,0,0
Andrea Masiello,05/02/1986,0.88,Genoa,D,30,2575,0,0,0,0.17,0.24,0.55+0.55,0.55+0.55,0.26+0.26,4.77,4.27,0.02,0.02,0.01,0.03,0.03,0.17,0.15,6,0
