Name,Birthday(DD/MM/YYYY),MarketValue,Team,Position,Appearances,Minutes,G,NPG,A,Sh90,KP90,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,Y,R
David Pereira Da Costa,05/01/2001,0.88,Lens,M,8,145,1,1,1,1.24,1.24,0.55-0.45,0.55-0.45,0.09-0.91,1.33,0.78,0.34,0.34,0.06,0.4,0.4,0.82,0.48,0,0
Jean-Louis Leca,21/09/1985,0.88,Lens,GK,37,3318,0,0,0,0,0.03,0,0,0.05+0.05,2.77,2.72,0,0,0,0,0,0.08,0.07,2,0
Clement Michelin,11/05/1997,2.75,Lens,D M,26,1139,0,0,4,0.95,1.34,0.38+0.38,0.38+0.38,3.58-0.42,4.21,2.52,0.03,0.03,0.28,0.31,0.31,0.33,0.2,1,2
Steven Fortes,17/04/1992,0.88,Lens,D,18,1442,0,0,0,0.31,0.12,0.34+0.34,0.34+0.34,0.10+0.10,2.27,2.15,0.02,0.02,0.01,0.03,0.03,0.14,0.13,5,1
Cheick Traoré,31/03/1995,0.88,Lens,S,2,37,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.48,0.48,0,0
Jonathan Gradit,24/11/1992,3.3,Lens,D,33,2838,0,0,1,0.06,0.22,0.04+0.04,0.04+0.04,0.31-0.69,7.39,7.25,0,0,0.01,0.01,0.01,0.23,0.23,7,1
Loic Bade,11/04/2000,13.2,Lens,D,31,2610,0,0,0,0.38,0.24,0.75+0.75,0.75+0.75,0.38+0.38,5.73,5.57,0.03,0.03,0.01,0.04,0.04,0.2,0.19,9,1
Ismael Boura,14/08/2000,1.65,Lens,D M,19,807,0,0,0,0.22,0.78,0.10+0.10,0.10+0.10,0.50+0.50,3.28,2.96,0.01,0.01,0.06,0.07,0.07,0.37,0.33,1,0
Tony Mauricio,22/03/1994,2.2,Lens,M,26,446,0,0,4,2.83,2.62,0.45+0.45,0.45+0.45,1.80-2.20,2.1,1.33,0.09,0.09,0.36,0.45,0.45,0.42,0.27,3,0
Manuel Perez,11/05/1991,0.88,Lens,M,4,116,0,0,0,0.78,0,0.05+0.05,0.05+0.05,0,0,0,0.04,0.04,0,0.04,0.04,0,0,1,0
Wuilker Fariñez,15/02/1998,2.75,Lens,GK,3,102,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0,0,0.06,0.06,0,0
Aleksandar Radovanovic,11/11/1993,0.66,Lens,D,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ansou Sow,09/05/2000,0.165,Lens,S,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrien Louveau,01/02/2000,0,Lens,S,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burak Yilmaz,15/07/1985,3.08,Lille,F,28,2057,16,12,5,2.89,1.27,10.41-5.59,7.37-4.63,4.22-0.78,11.47,1.59,0.46,0.32,0.18,0.64,0.51,0.5,0.07,6,0
Jonathan Christian David,14/01/2000,38.5,Lille,F M,37,2375,13,13,2,2.08,1.29,10.19-2.81,10.19-2.81,2.66+0.66,15.72,3.36,0.39,0.39,0.1,0.49,0.49,0.6,0.13,0,0
Yusuf Yazici,29/01/1997,22,Lille,F M,32,1069,7,7,4,3.7,3.03,4.71-2.29,4.71-2.29,3.52-0.48,8.43,2.27,0.4,0.4,0.3,0.69,0.69,0.71,0.19,1,0
Jonathan Bamba,26/03/1996,27.5,Lille,M,38,3006,6,6,9,1.8,1.98,4.19-1.81,4.19-1.81,4.29-4.71,15.62,9.38,0.13,0.13,0.13,0.25,0.25,0.47,0.28,2,0
Jonathan Ikone,02/05/1998,33,Lille,F M,37,2198,4,3,5,1.88,0.94,4.52+0.52,3.76+0.76,2.62-2.38,8.08,3.03,0.19,0.15,0.11,0.29,0.26,0.33,0.12,0,0
Luiz Araujo,02/06/1996,11,Lille,M,28,1506,4,4,2,2.87,1.37,3.37-0.63,3.37-0.63,2.40+0.40,9.01,4.41,0.2,0.2,0.14,0.34,0.34,0.54,0.26,5,0
José Fonte,22/12/1983,1.65,Lille,D,36,3190,3,3,0,0.79,0.28,1.60-1.40,1.60-1.40,0.42+0.42,7.09,6.6,0.05,0.05,0.01,0.06,0.06,0.2,0.19,7,0
Timothy Weah,22/02/2000,13.2,Lille,D F M,28,850,3,3,0,2.54,0.53,3.06+0.06,3.06+0.06,1.37+1.37,4.9,0.83,0.32,0.32,0.14,0.47,0.47,0.52,0.09,1,0
Mehmet Zeki Çelik,17/02/1997,22,Lille,D,29,2394,3,3,2,0.56,0.79,0.50-2.50,0.50-2.50,2.25+0.25,8.78,6.51,0.02,0.02,0.08,0.1,0.1,0.33,0.24,8,0
Renato Sanches,18/08/1997,33,Lille,M,23,1272,1,1,3,1.49,1.27,2.38+1.38,2.38+1.38,2.08-0.92,6.73,3.97,0.17,0.17,0.15,0.32,0.32,0.48,0.28,4,0
Xeka,10/11/1994,8.8,Lille,M,33,1172,1,1,2,1.38,1.38,0.60-0.40,0.60-0.40,1.71-0.29,5.76,4.89,0.05,0.05,0.13,0.18,0.18,0.44,0.38,6,0
Domagoj Bradaric,10/12/1999,6.6,Lille,D,26,1249,1,1,2,0.29,0.79,0.23-0.77,0.23-0.77,0.97-1.03,4.99,4.16,0.02,0.02,0.07,0.09,0.09,0.36,0.3,4,0
Jérémy Pied,23/02/1989,1.32,Lille,D,6,324,0,0,0,0.28,1.39,0.03+0.03,0.03+0.03,0.46+0.46,2.21,2.02,0.01,0.01,0.13,0.13,0.13,0.61,0.56,1,0
Benjamin André,03/08/1990,16.5,Lille,M,35,2924,0,0,1,0.62,0.65,0.97+0.97,0.97+0.97,1.02+0.02,7.74,7.01,0.03,0.03,0.03,0.06,0.06,0.24,0.22,10,0
Adama Soumaoro,18/06/1992,4.4,Lille,D,3,140,0,0,0,1.29,0,0.06+0.06,0.06+0.06,0,0.86,0.85,0.04,0.04,0,0.04,0.04,0.56,0.55,1,0
Mike Maignan,03/07/1995,27.5,Lille,GK,38,3420,0,0,0,0,0.03,0,0,0.11+0.11,2.24,2.14,0,0,0,0,0,0.06,0.06,1,0
Boubakary Soumare,27/02/1999,30.8,Lille,M,32,1913,0,0,1,0.38,0.61,0.14+0.14,0.14+0.14,0.62-0.38,6.06,5.59,0.01,0.01,0.03,0.04,0.04,0.29,0.26,3,0
Reinildo,21/01/1994,9.9,Lille,D,29,2181,0,0,0,0.17,0.74,0.10+0.10,0.10+0.10,1.49+1.49,5.91,4.46,0,0,0.06,0.07,0.07,0.24,0.18,2,1
Isaac Lihadji,10/04/2002,4.4,Lille,M,15,175,0,0,1,2.06,2.06,0.40+0.40,0.40+0.40,0.62-0.38,2.05,1.13,0.21,0.21,0.32,0.52,0.52,1.05,0.58,0,0
Tiago Djaló,09/04/2000,5.5,Lille,D,17,864,0,0,0,0.21,0.21,0.03+0.03,0.03+0.03,0.16+0.16,1.87,1.68,0,0,0.02,0.02,0.02,0.2,0.17,2,1
Sven Botman,12/01/2000,30.8,Lille,D,37,3311,0,0,0,0.43,0.14,0.81+0.81,0.81+0.81,0.25+0.25,7.07,6.94,0.02,0.02,0.01,0.03,0.03,0.19,0.19,2,0
Terem Igobor Moffi,25/05/1999,11,Lorient,F,32,2104,14,13,2,2.4,1.11,10.71-3.29,9.95-3.05,2.91+0.91,13.14,1.79,0.46,0.43,0.12,0.58,0.55,0.56,0.08,2,0
Yoane Wissa,03/09/1996,11,Lorient,F M,38,2693,10,6,4,1.97,0.97,13.37+3.37,9.57+3.57,3.58-0.42,14.74,3.58,0.45,0.32,0.12,0.57,0.44,0.49,0.12,2,0
Pierre-Yves Hamel,03/02/1994,3.3,Lorient,F,23,842,4,3,2,2.46,0.86,3.30-0.70,2.54-0.46,0.57-1.43,3.55,1.94,0.35,0.27,0.06,0.41,0.33,0.38,0.21,5,0
Adrian Grbic,04/08/1996,5.5,Lorient,F,33,926,4,1,0,3.3,0.39,6.47+2.47,4.19+3.19,0.71+0.71,4.93,0.31,0.63,0.41,0.07,0.7,0.48,0.48,0.03,2,0
Laurent Abergel,01/02/1993,2.75,Lorient,M,38,2977,3,3,1,0.88,0.6,1.31-1.69,1.31-1.69,1.77+0.77,8.37,6.15,0.04,0.04,0.05,0.09,0.09,0.25,0.19,5,0
Armand Lauriente,04/12/1998,6.6,Lorient,F M,29,1616,3,3,5,3.23,2.12,3.39+0.39,3.39+0.39,5.30+0.30,10.16,4.17,0.19,0.19,0.29,0.48,0.48,0.57,0.23,4,0
Thomas Monconduit,10/02/1991,2.2,Lorient,M,27,1138,2,2,0,1.66,0.95,0.88-1.12,0.88-1.12,0.90+0.90,3.64,2.38,0.07,0.07,0.07,0.14,0.14,0.29,0.19,4,0
Quentin Boisgard,17/03/1997,2.75,Lorient,F M,24,1327,2,2,2,1.63,1.42,1.76-0.24,1.76-0.24,1.38-0.62,4.23,2.33,0.12,0.12,0.09,0.21,0.21,0.29,0.16,5,0
Trevoh Chalobah,05/07/1999,3.85,Lorient,D M,29,2239,2,2,2,0.56,0.32,2.35+0.35,2.35+0.35,0.75-1.25,6.25,5.53,0.09,0.09,0.03,0.12,0.12,0.25,0.22,5,0
Jerome Hergault,05/04/1986,0.33,Lorient,D M,22,1625,2,2,0,0.22,0.33,0.43-1.57,0.43-1.57,0.29+0.29,3.78,3.1,0.02,0.02,0.02,0.04,0.04,0.21,0.17,0,0
Fabien Lemoine,16/03/1987,0.88,Lorient,M,30,1959,1,1,0,0.74,0.64,0.55-0.45,0.55-0.45,1.32+1.32,6.12,5.53,0.03,0.03,0.06,0.09,0.09,0.28,0.25,7,0
Andrew Gravillon,08/02/1998,6.6,Lorient,D,26,2274,1,1,2,0.55,0.32,0.66-0.34,0.66-0.34,0.64-1.36,4.64,4.07,0.03,0.03,0.03,0.05,0.05,0.18,0.16,3,1
Sylvain Marveaux,15/04/1986,0.55,Lorient,M,9,195,0,0,0,2.31,0.92,0.72+0.72,0.72+0.72,0.07+0.07,0.77,0.37,0.33,0.33,0.03,0.36,0.36,0.35,0.17,0,0
Jérémy Morel,02/04/1984,0.44,Lorient,D M,28,2495,0,0,0,0.22,0.25,0.27+0.27,0.27+0.27,0.12+0.12,2.73,2.61,0.01,0.01,0,0.01,0.01,0.1,0.09,1,0
Paul Nardi,18/05/1994,1.98,Lorient,GK,23,2070,0,0,0,0,0.04,0,0,0.07+0.07,0.57,0.5,0,0,0,0,0,0.02,0.02,1,0
Matthieu Dreyer,20/03/1989,0.66,Lorient,GK,15,1350,0,0,0,0,0,0,0,0,1.36,1.36,0,0,0,0,0,0.09,0.09,1,0
Vincent Le Goff,15/10/1989,1.32,Lorient,D M,26,2307,0,0,0,0.31,0.78,0.22+0.22,0.22+0.22,1.61+1.61,6.09,4.56,0.01,0.01,0.06,0.07,0.07,0.24,0.18,0,0
Jonathan Delaplace,20/03/1986,0.358,Lorient,D,18,892,0,0,1,0.61,1.31,0.21+0.21,0.21+0.21,2.05+1.05,3.07,1.45,0.02,0.02,0.21,0.23,0.23,0.31,0.15,1,1
Umut Bozok,19/09/1996,1.32,Lorient,S,5,52,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0,0,0.13,0.13,0,0
Thomas Fontaine,08/05/1991,1.1,Lorient,D,4,322,0,0,0,0.56,0,0.25+0.25,0.25+0.25,0,0.08,0.07,0.07,0.07,0,0.07,0.07,0.02,0.02,0,0
Houboulang Mendes,04/05/1998,1.32,Lorient,D,17,1311,0,0,0,0.34,0.21,0.10+0.10,0.10+0.10,0.23+0.23,0.52,0.3,0.01,0.01,0.02,0.02,0.02,0.04,0.02,3,0
Julien Laporte,04/11/1993,2.75,Lorient,D,30,2663,0,0,0,0.27,0.24,0.59+0.59,0.59+0.59,0.21+0.21,3.9,3.79,0.02,0.02,0.01,0.03,0.03,0.13,0.13,6,1
Enzo Le Fée,03/02/2000,5.5,Lorient,M,36,1816,0,0,5,1.54,1.59,0.99+0.99,0.99+0.99,5.62+0.62,7.43,3.55,0.05,0.05,0.28,0.33,0.33,0.37,0.18,6,0
Stéphane Diarra,09/12/1998,2.75,Lorient,F M,13,181,0,0,0,0.99,2.98,0.08+0.08,0.08+0.08,0.25+0.25,0.38,0.21,0.04,0.04,0.12,0.16,0.16,0.19,0.1,1,0
Franklin Wadja,01/05/1995,0.99,Lorient,S,4,25,0,0,0,3.6,0,0.01+0.01,0.01+0.01,0,0.32,0.31,0.03,0.03,0,0.03,0.03,1.15,1.12,1,0
Loris Mouyokolo,22/05/2001,0.22,Lorient,S,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoann Etienne,19/05/1997,0.715,Lorient,D,1,90,0,0,0,0,1,0,0,0.03+0.03,0.42,0.39,0,0,0.03,0.03,0.03,0.42,0.39,1,0
Memphis Depay,13/02/1994,49.5,Lyon,F M,37,2932,21,13,12,3.38,2.89,16.25-4.75,10.17-2.83,14.07+2.07,28.87,12.15,0.5,0.31,0.43,0.93,0.74,0.89,0.37,4,0
Karl Toko Ekambi,14/09/1992,16.5,Lyon,F M,35,2849,14,14,6,2.84,1.55,17.98+3.98,17.98+3.98,7.00+1.00,28.03,8.08,0.57,0.57,0.22,0.79,0.79,0.89,0.26,3,0
Tinotenda Kadewere,05/01/1996,14.3,Lyon,F M,33,2033,10,10,3,2.7,0.93,10.55+0.55,10.55+0.55,3.56+0.56,16.9,6.89,0.47,0.47,0.16,0.62,0.62,0.75,0.31,4,0
Lucas Paquetá,27/08/1997,33,Lyon,M,30,2303,9,9,5,2.15,1.72,7.58-1.42,7.58-1.42,6.41+1.41,22.92,11.42,0.3,0.3,0.25,0.55,0.55,0.9,0.45,4,1
Houssem Aouar,30/06/1998,46.2,Lyon,F M,30,1800,7,5,3,3.5,1.8,10.60+3.60,9.08+4.08,3.77+0.77,18.62,6.65,0.53,0.45,0.19,0.72,0.64,0.93,0.33,3,1
Marcelo,20/05/1987,3.3,Lyon,D,34,2923,3,3,0,0.71,0.25,1.25-1.75,1.25-1.75,0.34+0.34,10.47,10.24,0.04,0.04,0.01,0.05,0.05,0.32,0.32,5,1
Islam Slimani,18/06/1988,3.3,Lyon,F,18,555,3,3,1,2.92,1.78,3.07+0.07,3.07+0.07,2.23+1.23,5.26,2.37,0.5,0.5,0.36,0.86,0.86,0.85,0.39,0,1
Bruno Guimarães,16/11/1997,33,Lyon,M,33,1760,3,2,1,1.38,0.92,2.54-0.46,1.78-0.22,1.97+0.97,13.72,10.53,0.13,0.09,0.1,0.23,0.19,0.7,0.54,6,0
Maxwel Cornet,27/09/1996,13.2,Lyon,D F M,36,2477,2,2,5,0.76,0.91,1.95-0.05,1.95-0.05,3.61-1.39,15.15,12.07,0.07,0.07,0.13,0.2,0.2,0.55,0.44,5,0
Léo Dubois,14/09/1994,17.6,Lyon,D M,37,2939,2,2,4,0.61,2.08,1.08-0.92,1.08-0.92,6.28+2.28,18.47,15.01,0.03,0.03,0.19,0.23,0.23,0.57,0.46,3,0
Jason Denayer,28/06/1995,27.5,Lyon,D,31,2620,1,1,0,0.17,0,0.55-0.45,0.55-0.45,0,9.94,9.94,0.02,0.02,0,0.02,0.02,0.34,0.34,1,0
Moussa Dembele,12/07/1996,22,Lyon,F M,16,653,1,1,0,4,0.96,5.00+4.00,5.00+4.00,0.73+0.73,6.78,1.69,0.69,0.69,0.1,0.79,0.79,0.93,0.23,3,0
Mathis Cherki,17/08/2003,29.7,Lyon,F M,27,663,1,1,3,2.44,1.76,1.21+0.21,1.21+0.21,1.94-1.06,5.33,3.1,0.16,0.16,0.26,0.43,0.43,0.72,0.42,1,1
Jeff Reine-Adelaide,17/01/1998,24.2,Lyon,S,1,22,0,0,0,4.09,4.09,0.08+0.08,0.08+0.08,0.03+0.03,0.08,0,0.33,0.33,0.14,0.47,0.47,0.33,0,0,0
Mattia De Sciglio,20/10/1992,8.25,Lyon,D,29,1440,0,0,1,0.19,0.63,0.07+0.07,0.07+0.07,1.12+0.12,6.62,6.31,0,0,0.07,0.07,0.07,0.41,0.39,4,1
Anthony Lopes,01/10/1990,15.4,Lyon,GK,38,3420,0,0,0,0,0,0,0,0,7.21,7.21,0,0,0,0,0,0.19,0.19,2,0
Fernando Marçal,19/02/1989,1.98,Lyon,D,1,80,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0,0,0.08,0.08,0,0
Kenny Tete,09/10/1995,5.5,Lyon,S,1,18,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0,0,0.4,0.4,0,0
Thiago Mendes,15/03/1992,16.5,Lyon,M,32,2231,0,0,1,0.93,1.01,1.12+1.12,1.12+1.12,1.26+0.26,12.06,10.84,0.05,0.05,0.05,0.1,0.1,0.49,0.44,5,1
Joachim Andersen,31/05/1996,24.2,Lyon,D,3,190,0,0,0,2.37,0,0.48+0.48,0.48+0.48,0,0.39,0.36,0.23,0.23,0,0.23,0.23,0.19,0.17,1,0
Maxence Caqueret,15/02/2000,18.7,Lyon,M,29,1769,0,0,1,0.46,0.76,0.49+0.49,0.49+0.49,1.55+0.55,7.36,5.74,0.02,0.02,0.08,0.1,0.1,0.37,0.29,2,1
Jean Lucas,22/06/1998,4.95,Lyon,M,8,160,0,0,0,2.81,0.56,0.10+0.10,0.10+0.10,0.03+0.03,0.62,0.59,0.06,0.06,0.01,0.07,0.07,0.35,0.33,1,0
Melvin Bard,06/11/2000,5.5,Lyon,D,14,415,0,0,0,0.43,0.87,0.08+0.08,0.08+0.08,0.42+0.42,1.39,1.27,0.02,0.02,0.09,0.11,0.11,0.3,0.28,0,1
Sinaly Diomande,09/04/2001,7.7,Lyon,D M,27,1108,0,0,0,1.3,0.32,0.84+0.84,0.84+0.84,0.15+0.15,6.42,6.06,0.07,0.07,0.01,0.08,0.08,0.52,0.49,3,0
Djamel Benlamri,25/12/1989,1.21,Lyon,S,6,140,0,0,0,0,0.64,0,0,0.02+0.02,0.49,0.47,0,0,0.01,0.01,0.01,0.32,0.3,0,0
Malo Gusto,19/05/2003,0.55,Lyon,S,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yaya Soumare,23/06/2000,0.44,Lyon,S,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florent da Silva,02/04/2003,0.55,Lyon,S,1,2,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,2.14,2.14,0,0
Habib Keita,05/02/2002,0.33,Lyon,S,1,4,0,0,0,22.5,0,0.46+0.46,0.46+0.46,0,0.46,0,10.37,10.37,0,10.37,10.37,10.37,0,0,0
Arkadiusz Milik,28/02/1994,24.2,Marseille,F,15,1231,9,6,1,3.36,0.58,7.98-1.02,5.70-0.30,1.04+0.04,6.93,1.59,0.58,0.42,0.08,0.66,0.49,0.51,0.12,2,0
Florian Thauvin,26/01/1993,18.7,Marseille,D F M,36,2777,8,8,8,2.3,1.85,9.09+1.09,7.57-0.43,10.31+2.31,19.32,7.57,0.29,0.25,0.33,0.63,0.58,0.63,0.25,5,0
Dimitri Payet,29/03/1987,5.5,Marseille,F M,33,2442,7,7,10,1.66,2.43,6.30-0.70,5.54-1.46,8.00-2.00,15.66,7.61,0.23,0.2,0.29,0.53,0.5,0.58,0.28,4,2
Darío Benedetto,17/05/1990,7.7,Marseille,F,32,1597,5,4,3,2.2,0.68,7.52+2.52,6.76+2.76,2.27-0.73,10.32,1.93,0.42,0.38,0.13,0.55,0.51,0.58,0.11,1,2
Valère Germain,17/04/1990,3.3,Marseille,F M,24,823,3,3,0,1.09,0.22,2.50-0.50,2.50-0.50,0.06+0.06,2.48,0.59,0.27,0.27,0.01,0.28,0.28,0.27,0.06,1,0
Pol Lirola,13/08/1997,9.9,Marseille,D M,19,1555,2,2,2,0.58,1.1,1.32-0.68,1.32-0.68,2.43+0.43,7.1,4.33,0.08,0.08,0.14,0.22,0.22,0.41,0.25,3,0
Álvaro González,08/01/1990,7.7,Marseille,D M,32,2839,2,2,3,0.51,0.16,0.77-1.23,0.77-1.23,1.06-1.94,10.81,10.37,0.02,0.02,0.03,0.06,0.06,0.34,0.33,14,0
Morgan Sanson,18/08/1994,17.6,Marseille,M,12,837,2,2,3,1.08,1.4,0.89-1.11,0.89-1.11,3,4.2,1.92,0.1,0.1,0.32,0.42,0.42,0.45,0.21,2,0
Saif-Eddine Khaoui,27/04/1995,1.98,Marseille,M,17,594,2,2,1,1.67,0.76,0.85-1.15,0.85-1.15,0.55-0.45,1.97,1.13,0.13,0.13,0.08,0.21,0.21,0.3,0.17,4,0
Michaël Cuisance,16/08/1999,7.7,Marseille,M,23,1018,2,2,1,0.8,0.8,0.91-1.09,0.91-1.09,0.50-0.50,3.42,2.16,0.08,0.08,0.04,0.12,0.12,0.3,0.19,3,0
Duje Caleta-Car,17/09/1996,27.5,Marseille,D,33,2821,2,2,1,0.32,0.22,1.05-0.95,1.05-0.95,1.38+0.38,6.26,5.8,0.03,0.03,0.04,0.08,0.08,0.2,0.19,8,1
Nemanja Radonjic,15/02/1996,6.6,Marseille,F M,12,382,2,2,1,2.83,1.41,1.62-0.38,1.62-0.38,0.25-0.75,2.31,1,0.38,0.38,0.06,0.44,0.44,0.54,0.24,1,0
Leonardo Balerdi,26/01/1999,8.8,Marseille,D M,21,1638,2,2,0,0.71,0.05,3.10+1.10,3.10+1.10,0.03+0.03,3.88,3.78,0.17,0.17,0,0.17,0.17,0.21,0.21,6,1
Pape Alassane Gueye,24/01/1999,11,Marseille,M,32,2049,2,2,0,0.75,0.26,1.16-0.84,1.16-0.84,0.84+0.84,12.35,11.34,0.05,0.05,0.04,0.09,0.09,0.54,0.5,9,1
Jordan Amavi,09/03/1994,9.9,Marseille,D M,13,813,1,1,0,0.44,0.55,0.19-0.81,0.19-0.81,0.22+0.22,2.29,2.18,0.02,0.02,0.02,0.05,0.05,0.25,0.24,3,1
Valentin Rongier,07/12/1994,15.4,Marseille,M,26,1901,1,1,2,0.8,0.57,0.94-0.06,0.94-0.06,0.97-1.03,10.98,9.37,0.04,0.04,0.05,0.09,0.09,0.52,0.44,8,0
Lucas Perrin,19/11/1998,1.98,Marseille,D,7,300,1,1,0,0.9,0.3,0.56-0.44,0.56-0.44,0.06+0.06,0.83,0.77,0.17,0.17,0.02,0.19,0.19,0.25,0.23,1,0
Hiroki Sakai,12/04/1990,4.4,Marseille,D,29,2394,0,0,1,0.11,0.68,0.63+0.63,0.63+0.63,1.32+0.32,8.24,7.6,0.02,0.02,0.05,0.07,0.07,0.31,0.29,6,1
Olivier Ntcham,09/02/1996,3.3,Marseille,M,4,120,0,0,0,0.75,0,0.06+0.06,0.06+0.06,0,0.21,0.21,0.05,0.05,0,0.05,0.05,0.15,0.15,0,0
Kevin Strootman,13/02/1990,5.5,Marseille,M,11,213,0,0,0,0,1.27,0,0,0.16+0.16,0.85,0.74,0,0,0.07,0.07,0.07,0.36,0.31,2,0
Yuto Nagatomo,12/09/1986,0.88,Marseille,D M,25,1609,0,0,1,0.22,0.17,0.07+0.07,0.07+0.07,0.39-0.61,4.73,4.69,0,0,0.02,0.03,0.03,0.26,0.26,2,0
Steve Mandanda,28/03/1985,2.2,Marseille,GK,37,3330,0,0,0,0,0,0,0,0,4.49,4.49,0,0,0,0,0,0.12,0.12,1,0
Bouna Sarr,31/01/1992,4.4,Marseille,S,2,70,0,0,0,1.29,0,0.02+0.02,0.02+0.02,0,0.52,0.5,0.02,0.02,0,0.02,0.02,0.67,0.65,0,0
Yohann Pelé,04/11/1982,0.275,Marseille,GK,1,90,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0.06,0.06,0,0
Maxime Lopez,04/12/1997,11,Marseille,F,4,135,0,0,0,0,0.67,0,0,0.07+0.07,0.37,0.29,0,0,0.05,0.05,0.05,0.24,0.19,1,0
Boubacar Kamara,23/11/1999,40.7,Marseille,D M,35,2917,0,0,2,0.59,0.8,0.66+0.66,0.66+0.66,1.77-0.23,12.28,11.33,0.02,0.02,0.05,0.07,0.07,0.38,0.35,6,0
Christopher Rocchia,01/02/1998,1.1,Marseille,S,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marley Aké,05/01/2001,2.75,Marseille,S,9,120,0,0,0,3,0,1.19+1.19,1.19+1.19,0,0.8,0.15,0.9,0.9,0,0.9,0.9,0.6,0.11,0,0
Luis Henrique,14/12/2001,8.8,Marseille,D M,19,655,0,0,5,0.82,2.06,0.20+0.20,0.20+0.20,2.35-2.65,4.04,2.44,0.03,0.03,0.32,0.35,0.35,0.55,0.34,0,0
Cheick Souaré,03/09/2002,0.165,Marseille,S,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmadou Bamba Dieng,23/03/2000,0.77,Marseille,F,5,125,0,0,0,0.72,0,0.15+0.15,0.15+0.15,0,0.15,0,0.11,0.11,0,0.11,0.11,0.11,0,0,0
Farid Boulaya,25/02/1993,6.05,Metz,F M,33,2830,6,5,8,2.51,2.45,5.07-0.93,3.55-1.45,8.47+0.47,11.64,6.29,0.16,0.11,0.27,0.43,0.38,0.37,0.2,5,0
Ibrahima Niane,11/03/1999,9.9,Metz,F,10,676,6,5,0,3.06,0.53,3.52-2.48,2.76-2.24,0.17+0.17,3.53,0.95,0.47,0.37,0.02,0.49,0.39,0.47,0.13,0,0
Aaron Leya Iseka,15/11/1997,2.75,Metz,F,21,1015,4,2,0,1.77,1.15,4.40+0.40,2.12+0.12,0.61+0.61,2.98,0.4,0.39,0.19,0.05,0.44,0.24,0.26,0.04,4,0
Vágner,10/01/1996,3.85,Metz,F M,26,958,4,2,1,1.88,1.22,4.92+0.92,3.40+1.40,1.45+0.45,5.72,2.72,0.46,0.32,0.14,0.6,0.46,0.54,0.26,3,0
Opa Nguette,08/07/1994,4.95,Metz,F M,16,1144,3,3,1,1.42,1.02,3.26+0.26,2.50-0.50,0.63-0.37,3.99,1.05,0.26,0.2,0.05,0.31,0.25,0.31,0.08,0,0
Thomas Delaine,24/03/1992,1.98,Metz,D M,24,1780,3,3,2,0.91,0.61,1.37-1.63,1.37-1.63,1.12-0.88,4.88,2.97,0.07,0.07,0.06,0.13,0.13,0.25,0.15,4,0
Papa Ndiaga Yade,05/01/2000,3.3,Metz,F M,28,981,3,3,4,2.57,2.02,1.54-1.46,1.54-1.46,2.31-1.69,4.73,1.07,0.14,0.14,0.21,0.35,0.35,0.43,0.1,4,0
Lamine Gueye,13/03/1998,3.3,Metz,F M,26,1476,3,3,2,2.44,1.16,4.39+1.39,4.39+1.39,2.10+0.10,6.8,0.71,0.27,0.27,0.13,0.4,0.4,0.41,0.04,1,0
Pape Sarr,14/09/2002,11,Metz,M,22,1588,3,3,0,1.76,0.91,0.79-2.21,0.79-2.21,0.41+0.41,4.02,3.26,0.04,0.04,0.02,0.07,0.07,0.23,0.18,5,0
Dylan Bronn,19/06/1995,6.6,Metz,D,38,3414,2,1,0,0.42,0.18,2.24+0.24,0.72-0.28,0.33+0.33,5.69,5.39,0.06,0.02,0.01,0.07,0.03,0.15,0.14,4,0
Digbo Maiga,01/01/1996,6.05,Metz,D M,31,2697,1,1,3,0.87,0.87,2.04+1.04,2.04+1.04,1.71-1.29,6.71,4.61,0.07,0.07,0.06,0.13,0.13,0.22,0.15,9,0
Fabien Centonze,16/01/1996,8.8,Metz,D M,36,3223,1,1,0,0.67,0.61,1.19+0.19,1.19+0.19,2.47+2.47,7.73,5.53,0.03,0.03,0.07,0.1,0.1,0.22,0.15,9,0
John Boye,23/04/1987,0.88,Metz,D,35,3053,1,1,2,0.38,0.18,2.50+1.50,2.50+1.50,0.15-1.85,4.36,4.25,0.07,0.07,0,0.08,0.08,0.13,0.13,4,2
